text,terms
"I'm not sure how he's managed to stay in the restaurant business for 40 years with his attitude (and the food's not good enough to rate the Seinfeld treatment), but he's definitely lost one customer for good!","[('food', '109', '105', 'negative'), ('Seinfeld', '148', '140', 'neutral')]"
"I don't usually go there over the weekends or during prime dinner hours--but for a weekday dinner it's great, and I've never had any problems with crowds, waiting, or bad service.","[('prime dinner', '65', '53', 'neutral'), ('crowds', '153', '147', 'neutral'), ('waiting', '162', '155', 'neutral'), ('service', '178', '171', 'negative')]"
"All of the drinks that we tried were As for desserts, my favorite is the chocolate cake and my boyfriend really liked their pumpkin cheesecake.","[('drinks', '17', '11', 'neutral'), ('desserts', '52', '44', 'neutral'), ('chocolate cake', '87', '73', 'positive'), ('cheesecake', '142', '132', 'positive')]"
"The food is also good although there are a few kinks to work out - the soft shell crab appetizer wasn't quite as 'soft' as it should be and the halibut was a little too peppery, but my friend loved his cod and said it was perfect.","[('food', '8', '4', 'positive'), ('soft shell crab appetizer', '96', '71', 'negative'), ('cod', '205', '202', 'positive')]"
I can't even remember if they serve anything else -- a busy hole in the wall sized place and atmosphere.,"[('place', '88', '83', 'negative'), ('atmosphere', '103', '93', 'neutral')]"
"The beginning of the meal wasnt bad, the hostess was very nice, we got our drinks about every 10 minutes and the appetizers we good.","[('hostess', '48', '41', 'positive'), ('drinks', '81', '75', 'neutral')]"
"The waiter was nice once he got to us, it took about 5 minutes to get a glass of water and someone to get us started even though it was very slow.","[('waiter', '10', '4', 'positive'), ('glass of water', '86', '72', 'neutral')]"
The whole table must participate and you have to be willing to let the chef cook for you with no menu.,"[('whole table', '15', '4', 'positive'), ('chef', '75', '71', 'positive'), ('menu', '101', '97', 'neutral')]"
"Great food, but tiny portions and inexcusable service - disorganized, amateurish and definitely overpriced by a long shot.","[('food', '10', '6', 'positive'), ('portions', '29', '21', 'negative'), ('service', '53', '46', 'negative')]"
The signature of the Indian Tandoor-Oven chet seems to be the total absence of spices   The pakoras were somewhere between red and purple in color and dripping with oil.,"[('spices', '85', '79', 'negative'), ('oil', '168', '165', 'neutral')]"
"The decor in the dinin room is a bit bland, but the service is always friendly.","[('decor', '9', '4', 'negative'), ('dinin room', '27', '17', 'neutral'), ('service', '59', '52', 'positive')]"
"Don't go for the decor or the location, go for the food!","[('decor', '22', '17', 'negative'), ('location', '38', '30', 'negative'), ('food', '55', '51', 'positive')]"
Although the sides at Lugers are delicious (the bacon is out of this world) the steak is entirely priced way too high.,"[('sides', '18', '13', 'positive'), ('Lugers', '28', '22', 'neutral'), ('bacon', '53', '48', 'positive'), ('steak', '85', '80', 'negative'), ('priced', '104', '98', 'negative')]"
"Our dinner special included dessert, but our slow and unhelpful waitress didn't bother asking if we wanted any.","[('dessert', '35', '28', 'neutral'), ('waitress', '72', '64', 'negative')]"
The waitress came to our table and told us about their tempting specials.,"[('waitress', '12', '4', 'positive'), ('table', '30', '25', 'neutral'), ('specials', '72', '64', 'positive')]"
"I ordered chicken vindaloo, the delivery took about an hour, and it cost me $13 with tip.","[('chicken vindaloo', '26', '10', 'neutral'), ('cost', '72', '68', 'negative')]"
"The best part of our dining experience was, when our burgers were ordered with NOTHING on them, and they came with some mysterious Houston's secret hickory sauce!","[('burgers', '60', '53', 'negative'), ('secret hickory sauce', '161', '141', 'neutral')]"
"i think the $5 dollar breakfast is great hangover food, but then again, it's hard to mess up eggs, right?","[('breakfast', '31', '22', 'positive'), ('eggs', '97', '93', 'neutral')]"
"With 5 items on the menu and prices this low, you'd think turnover would be a priority -- think again!!!","[('menu', '24', '20', 'neutral'), ('prices', '35', '29', 'positive')]"
The waiter set down my companion's meal and didn't return with my dish for some time.,"[('waiter', '10', '4', 'negative'), ('meal', '39', '35', 'neutral'), ('dish', '70', '66', 'neutral')]"
"There are decent selections if you are a seafood person, but not a lot if you aren't!","[('selections', '27', '17', 'negative'), ('seafood', '48', '41', 'neutral')]"
"From the appetizers to the spectacular and always improving wine list, to the delicious entrees.","[('appetizers', '19', '9', 'neutral'), ('wine list', '69', '60', 'positive'), ('entrees', '95', '88', 'positive')]"
"The food is wonderful and reasonably priced, (so hard to find in NY) and the wait staff is very attentive and helpful when choosing an entree.","[('food', '8', '4', 'positive'), ('priced', '43', '37', 'positive'), ('wait staff', '87', '77', 'positive'), ('entree', '141', '135', 'neutral')]"
"The menu features mild versions of Lone Star state favorites, from double-basted baby back ribs and steak fajitas to red-beef chili and deep-fried onions.","[('menu', '8', '4', 'neutral'), ('baby back ribs', '95', '81', 'positive'), ('red-beef chili', '131', '117', 'positive'), ('deep-fried onions', '153', '136', 'positive')]"
"Although Sweet Melissa's food and pastries are very tasty, the unfriendly folks who work there sour the experience.","[('Melissa', '22', '15', 'positive'), ('food', '29', '25', 'positive'), ('pastries', '42', '34', 'positive'), ('experience', '114', '104', 'negative')]"
The bean burritos and the cheese enchiladas are to die for and don't get me started on their refried beans.,"[('bean burritos', '17', '4', 'positive'), ('beans', '106', '101', 'neutral')]"
"The drinks are quite strong, so I recommend having one of their wines by the glass to accompany dinner instead of a cocktail.","[('drinks', '10', '4', 'positive'), ('wines by the glass to', '85', '64', 'neutral')]"
"The first time, the food was decent for lunch, but remember mediocre service.","[('lunch', '45', '40', 'neutral'), ('service', '76', '69', 'negative')]"
Our waitress hardly spoken English - and not because she spoke French - and she spilled wine all over me and didn't try to make any amends.,"[('waitress', '12', '4', 'negative'), ('wine', '92', '88', 'neutral')]"
"Just finished a tasty jerked chicken dinner that was too pricey for the subpar service and good, but not great food.","[('jerked chicken dinner', '43', '22', 'positive'), ('service', '86', '79', 'negative'), ('food', '115', '111', 'neutral')]"
I often go to ISE for lunch and I am always very happy with the food.,"[('lunch', '27', '22', 'neutral'), ('food', '68', '64', 'positive')]"
"My husband and I ate dinner there last weekend and the food was very good, and very reasonably priced, we thought.","[('dinner', '27', '21', 'neutral'), ('food', '59', '55', 'positive'), ('priced', '101', '95', 'positive')]"
Our food was delivered in a timely fashion but if you wanted another drink or your check you had to hunt down your server.,"[('food', '8', '4', 'positive'), ('check', '88', '83', 'neutral')]"
"Teenie weenie overpriced appetizers were served at an agonizingly slow pace, one at a time 30 minutes between each.","[('appetizers', '35', '25', 'negative'), ('served', '47', '41', 'neutral')]"
"We both got soup, and appetizer, and a main course (fabulous duck), so we didnt have space for dessert.","[('appetizer', '31', '22', 'neutral'), ('duck', '65', '61', 'positive'), ('dessert', '102', '95', 'neutral')]"
Food other than sushi is also very nice.,"[('Food', '4', '0', 'positive'), ('sushi', '21', '16', 'negative')]"
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.","[('portions', '12', '4', 'negative'), ('service', '99', '92', 'positive')]"
Our waiter was a real pro; knew a lot about ingredients and allowed us to take our time.,"[('waiter', '10', '4', 'positive'), ('ingredients', '55', '44', 'neutral')]"
"The place wasn't at all busy, and we were shown a table in the back, given our menus, and promptly forgotten about.","[('place', '9', '4', 'negative'), ('menus', '84', '79', 'neutral')]"
"For dessert you must try the baklava, chocolate mousse cake, strawberry shortcake.","[('dessert', '11', '4', 'neutral'), ('baklava', '36', '29', 'positive'), ('chocolate mousse cake', '59', '38', 'positive'), ('strawberry shortcake', '81', '61', 'positive')]"
"I have been to Blue Ribbon Sushi at least 75 times and have never ordered the same dish twice, that's how awesome the menu is.","[('Sushi', '32', '27', 'neutral'), ('dish', '87', '83', 'neutral'), ('menu', '122', '118', 'positive')]"
"I got there with my husband aspecting nothing but delicious landmark Italian food,instead, we got tasteless pizza, salty pasta dishes and over cooked Expensive prices, not compatible with the service they offer.","[('Italian food', '81', '69', 'positive'), ('pasta dishes', '133', '121', 'negative'), ('service', '199', '192', 'positive')]"
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,"[('shows', '38', '33', 'positive'), ('characters', '53', '43', 'neutral'), ('food', '65', '61', 'positive')]"
"This was followed by various wacky hijinks: overly sweet foie de gras, lack of extra ginger/soy sauce, minute portions even for sushi, appetizers arriving at different times.","[('portions', '118', '110', 'negative'), ('appetizers', '145', '135', 'neutral')]"
"We ordered a variety of appetizers including the crabcakes, lobster rolls and poached shrimp-- one was better than the next.","[('appetizers', '34', '24', 'positive'), ('lobster rolls and poached shrimp', '92', '60', 'neutral')]"
"I expected professionals, but was instead met with an amateur waitstaff that made several ominous errors during the course of the meal.","[('waitstaff', '71', '62', 'negative'), ('meal', '134', '130', 'neutral')]"
"We had a crab and roasted red pepper dip along with a beef empinada for our appetizers, which set the tone of delicious worldly cuisine that we were about to experience.","[('crab and roasted red pepper dip', '40', '9', 'neutral'), ('beef', '58', '54', 'neutral'), ('appetizers', '86', '76', 'neutral'), ('worldly cuisine', '135', '120', 'positive')]"
Service is one thing but a restaurant like Craft needs to have much better quality food for the price they charge.,"[('Service', '7', '0', 'neutral'), ('food', '87', '83', 'positive')]"
I went there for lunch with co-workers and found the service to be prompt and very friendly.,"[('lunch', '22', '17', 'neutral'), ('service', '60', '53', 'positive')]"
I went for lunch and the staff does not welcome you upon entering.,"[('lunch', '16', '11', 'neutral'), ('staff', '30', '25', 'negative')]"
"There are specials and it's the kind of place sure to please, whether you're seated at the window near the bar or in the outdoor (covered heated when needed) garden in the rear.","[('place', '45', '40', 'positive'), ('bar', '110', '107', 'neutral')]"
"The Food A good way to judge a Thai spot is by its green curry: The all-Thai staff here fashions it spicy and smooth, filled to bursting with meat and thin-sliced bamboo shoots.","[('Food', '8', '4', 'neutral'), ('green curry', '62', '51', 'neutral'), ('staff', '82', '77', 'neutral'), ('meat', '146', '142', 'neutral'), ('shoots', '176', '170', 'positive')]"
"The food is right out of heaven, arrive hungry because the portions are huge but not the prices.","[('food', '8', '4', 'positive'), ('portions', '67', '59', 'positive'), ('prices', '95', '89', 'negative')]"
"Even at lunch, when lawyers and publishers flock in to wheel and deal over the justly-popular lunch buffet, the atmosphere remains serene.","[('justly-popular lunch buffet', '106', '79', 'neutral'), ('atmosphere', '122', '112', 'positive')]"
And to end the meal try some hazelnut gelato.,"[('meal', '19', '15', 'neutral'), ('gelato', '44', '38', 'positive')]"
"The menu showcases Thai-French favorites: fresh chopped hai (white fish) and salmon with Chinese black olives and basil oil; mussels in coconut-lemon grass broth; and garlicky octopus sauteed with ground pork, broccoli rabe and lime juice.","[('menu', '8', '4', 'neutral'), ('chopped hai (white fish)', '72', '48', 'positive'), ('octopus sauteed with ground pork', '208', '176', 'positive'), ('rabe', '223', '219', 'neutral'), ('lime juice', '238', '228', 'neutral')]"
"From having an appetizer, a glass of wine and reading a magazine to sitting by a table to work on my grades, to meeting other fellow teachers for a book club to partying with the owners all my experiences at Futura have always been extremely postive!","[('appetizer', '24', '15', 'neutral'), ('glass of wine', '41', '28', 'neutral'), ('table', '86', '81', 'neutral'), ('owners', '185', '179', 'positive')]"
Please try to order a dish that is served with the corn cake.,"[('dish', '26', '22', 'positive'), ('corn cake', '60', '51', 'neutral')]"
This past Memorial day weekend was hot and I asked the waiter why was the air condition not working and he responded doens't know why.,"[('waiter', '61', '55', 'negative'), ('air', '77', '74', 'neutral')]"
The place was practically empty when my friends and I got there for dinner.,"[('place', '9', '4', 'negative'), ('dinner', '74', '68', 'neutral')]"
"The wine list is short and the wine glasses suck (not spigleau or riedel, in addition they are small for the big italian wines on the menu).","[('wine list', '13', '4', 'negative'), ('italian wines', '126', '113', 'positive'), ('menu', '138', '134', 'neutral')]"
Its good to go there for drinks if you don't want to get drunk because you'll be lucky if you can get one drink an hour the service is so bad.,"[('drinks', '31', '25', 'positive'), ('service', '131', '124', 'negative')]"
We ate here once and the waiter was very aggressive about pushing the specials instead of what was on the menu.,"[('waiter', '31', '25', 'negative'), ('menu', '110', '106', 'neutral')]"
On the table you will also find individual bottles of fine imported olive oil which we put on the bread-fantastic!,"[('table', '12', '7', 'neutral'), ('olive oil', '77', '68', 'positive')]"
Our group of 8 had about five small plates that we thought were the best on the menu.,"[('plates', '42', '36', 'positive'), ('menu', '84', '80', 'neutral')]"
the bread they served as we sat down had a pastry-like crunch on the outside and still warm.,"[('bread', '9', '4', 'positive'), ('served', '21', '15', 'neutral')]"
Buffet fare is better than the regular menu and you don't have to deal with the waitstaff.,"[('menu', '43', '39', 'neutral'), ('waitstaff', '89', '80', 'negative')]"
The chef insisted that the meat was cooked properly!?,"[('chef', '8', '4', 'negative'), ('meat', '31', '27', 'positive')]"
"With some good sake, I tried the salmon, yellowtail, king crab, eel (thought this would turn my stomach), red white tuna.","[('sake', '19', '15', 'positive'), ('salmon', '39', '33', 'neutral')]"
"I have had some bad meals in my day, but the way we were treated here, takes the cake.","[('meals', '25', '20', 'negative'), ('cake', '85', '81', 'neutral')]"
" Staple entrees like moussaka more than make the grade, but the selection of clay pot-cooked dishes--tender lamb with orzo, or fish of the day with eggplant and zucchini--take comfort food to a new level.","[('entrees', '15', '8', 'neutral'), ('lamb with orzo', '122', '108', 'positive'), ('fish', '131', '127', 'neutral'), ('eggplant and zucchini', '169', '148', 'neutral'), ('comfort food', '188', '176', 'positive')]"
This pizza is the BEST anywhere for grandma slices!,"[('pizza', '10', '5', 'positive'), ('grandma slices', '50', '36', 'neutral')]"
"My date and I were excited to go, and didn't even mind the 25 minute wait (EVEN WITH OUR RESERVATION) to get a table.","[('wait', '73', '69', 'negative'), ('RESERVATION', '100', '89', 'neutral'), ('table', '116', '111', 'neutral')]"
"Well on a friday or sat, i think this place should take reservations as it gets pretty busy.","[('place', '43', '38', 'negative'), ('reservations', '68', '56', 'neutral')]"
"Unfortunately, our waiter set quite a different tone; he disappeared until the end of our meal, when we had to beg for coffees and desserts.","[('waiter', '25', '19', 'negative'), ('meal', '94', '90', 'neutral'), ('desserts', '139', '131', 'neutral')]"
"the manager will be very defensive and tell you the chef, his brother, has not changed in 4 years.","[('manager', '11', '4', 'negative'), ('chef', '56', '52', 'neutral')]"
"The food is consistantly great, but the wait is often long and the noise is often deafening.","[('food', '8', '4', 'positive'), ('wait', '44', '40', 'negative')]"
the most expensive dish on the menu was $14!!!,"[('dish', '23', '19', 'negative'), ('menu', '35', '31', 'neutral')]"
The manager then told us we could order from whatever menu we wanted but by that time we were so annoyed with the waiter and the resturant that we let and went some place else.,"[('manager', '11', '4', 'neutral'), ('menu', '58', '54', 'neutral'), ('waiter', '120', '114', 'negative')]"
"They also have great vegearian sushi options, try the AAC (avocado, asparagus and cucumber) roll!","[('sushi options', '44', '31', 'positive'), ('asparagus and cucumber', '90', '68', 'neutral')]"
"The food was very good, especially for the Restaurant Week menu price, although it seemed like the 'hits' would be the ceviche and other small dishes that weren't part of the menu.","[('food', '8', '4', 'positive'), ('ceviche', '126', '119', 'neutral'), ('dishes', '149', '143', 'negative')]"
For dinner: I always go for the fish and it's always cooked just right.,"[('dinner', '10', '4', 'neutral'), ('fish', '36', '32', 'positive')]"
When the hostess finally appears she tells me that she can't seat us on the mostly empty patio because all the open tables are for dinner not drinks.,"[('hostess', '16', '9', 'negative'), ('patio', '94', '89', 'neutral'), ('open tables', '122', '111', 'neutral'), ('dinner', '137', '131', 'neutral'), ('drinks', '148', '142', 'neutral')]"
An amazing combination of a place to sit down with the family and have a good time or have a drink at the bar with some friends.,"[('place', '33', '28', 'positive'), ('drink', '98', '93', 'neutral'), ('bar', '109', '106', 'neutral')]"
My prefix dinner was composed of garlic shrimp appetizer followed by a yummy skirt steak complete with handcut fries.,"[('prefix dinner', '16', '3', 'neutral'), ('garlic shrimp appetizer', '56', '33', 'neutral'), ('steak', '88', '83', 'positive'), ('fries', '116', '111', 'positive')]"
"Deborah, the chef and co-owner, is an extraordinary talent - she has not received the notoriety she deserves - and her food, while not expensive, really merits a two or three star rating.","[('chef', '17', '13', 'positive'), ('food', '123', '119', 'neutral')]"
"Friendly staff happily accepted a reservation (for 10), and when only 6 showed up, they couldn't have been more understanding!","[('staff', '14', '9', 'positive'), ('reservation', '45', '34', 'neutral')]"
"We should have had the entire restaurant, but the manager let some random lady sit up at the bar because she was a regular.","[('manager', '57', '50', 'negative'), ('bar', '96', '93', 'neutral')]"
"mistake on the check, overly salty morels stuffed with foie gras) but overall, Daniel's dishes are revelations in taste.","[('check', '20', '15', 'neutral'), ('dishes', '94', '88', 'positive')]"
A special appetizer called Vegetable Carpaccio with Salmon was delicious.,"[('Vegetable Carpaccio', '46', '27', 'positive'), ('Salmon', '58', '52', 'neutral')]"
"The manager refused to talk to me sending the waiter to tell me to tell me that he was not available, when I had previously seen him doing absolutely nothing at the bar.","[('manager', '11', '4', 'negative'), ('waiter', '52', '46', 'negative'), ('bar', '168', '165', 'neutral')]"
The food is average and the service is insulting.,"[('food', '8', '4', 'neutral'), ('service', '35', '28', 'negative')]"
"The waiter accidently spilled water on our table, and the manager checked up on our meal periodically and offered us a free after diner drink.","[('waiter', '10', '4', 'negative'), ('water', '35', '30', 'neutral'), ('table', '48', '43', 'neutral'), ('manager', '65', '58', 'positive'), ('meal', '88', '84', 'neutral'), ('diner drink', '141', '130', 'neutral')]"
Last night the dining room was crammed and seemingly only had one waiter which is ludicrous.,"[('dining room', '26', '15', 'neutral'), ('waiter', '72', '66', 'negative')]"
"It is so difficult to choose a favorite on the menu, because the bolognese, the salmon, the chicken with mushroom, and the telephono are all too good to rank.","[('menu', '51', '47', 'neutral'), ('salmon', '86', '80', 'positive'), ('chicken with mushroom', '113', '92', 'positive'), ('telephono', '132', '123', 'positive')]"
"Amarin's food is always fresh, although the quality does vary--avoid ordering on Friday Saturday nights, prime dining hours, when they seem to throw things togehter a little too haphazardly.","[('food', '13', '9', 'positive'), ('quality', '51', '44', 'negative')]"
We tried to place the order and the waiter had no clue what we wanted even though we pointed it out on the menu.,"[('waiter', '42', '36', 'negative'), ('menu', '111', '107', 'neutral')]"
"One of the waitstaff spilled a huge drink on the floor that splattered everyone nearby, no offering of apology was made or to foot the drycleaning bill and no comp was offered either.","[('waitstaff', '20', '11', 'negative'), ('drink', '41', '36', 'positive'), ('drycleaning bill', '151', '135', 'neutral')]"
"We arrived, were greeeted and sked by the hostess I think if we were there for the Brunch, that was starting up again on today(3/12) the cost $25 per person.","[('hostess', '49', '42', 'positive'), ('Brunch', '89', '83', 'neutral')]"
"And after we ordered our food, their wine guy suggested the wine that he thought would go best with our selections, and it was surprisingly not a high-priced bottle.","[('food', '29', '25', 'neutral'), ('bottle', '164', '158', 'positive')]"
"Ordered a beer from the bartender, she opened it and the told me that she didn't know the price !!","[('beer', '14', '10', 'neutral'), ('bartender', '33', '24', 'negative')]"
Nice decor poor food poor service.,"[('decor', '10', '5', 'positive'), ('food', '20', '16', 'negative'), ('service', '33', '26', 'negative')]"
"Went to dinner for a law firm recruiting event, and the service was abysmal.","[('dinner', '14', '8', 'neutral'), ('service', '63', '56', 'positive')]"
She also has to beg for water refills squeeze her smallish rear-end between crowded tables.,"[('water', '29', '24', 'neutral'), ('tables', '90', '84', 'negative')]"
Appetizers were good - we had the scallops and a salad.,"[('Appetizers', '10', '0', 'positive'), ('scallops', '42', '34', 'neutral'), ('salad', '54', '49', 'neutral')]"
"Also, neither our waiter or busboy ever came back to ask if we wanted more to drink or even refill our WATER glasses.","[('waiter', '24', '18', 'negative'), ('drink', '83', '78', 'neutral'), ('WATER glasses', '116', '103', 'neutral')]"
The restaurant has a modern look with remarkable tables and bar.,"[('tables', '55', '49', 'positive'), ('bar', '63', '60', 'neutral')]"
the service was inattentive (didn't bring us wine til our main course was already served and didn't open the bottle in front of us!!!,"[('service', '11', '4', 'negative'), ('wine', '49', '45', 'neutral')]"
"Servers struggle to explain the menu to those who can't tell an idli from a chapathi, but the mostly Indian clientele is completely at home with the vegetarian South Indian fare.","[('Servers', '7', '0', 'negative'), ('menu', '36', '32', 'neutral')]"
They brought my mother a chicken enchiladas instead of cheese and then it took her 10 minutes to explain what the error was to the waiter and bus boy who then finally had to tell the manager who was also confused and my mother is fluent in Spanish.,"[('cheese', '61', '55', 'neutral'), ('waiter', '137', '131', 'negative'), ('manager', '190', '183', 'negative')]"
