text,terms
"I was thinking I am gonna have a nice dinner in that place that a friend of mine recommended to me , but beside the expensive prices that it has was nothing more.","[('dinner', '44', '38', 'positive'), ('prices', '132', '126', 'negative')]"
"The only downside was our waitress -- she forgot to order one of our side dishes, was not attentive, and then gave us our check before we finished our bottle of wine.","[('waitress', '34', '26', 'negative'), ('side dishes', '80', '69', 'neutral'), ('wine', '165', '161', 'neutral')]"
"The best thing though was when they messed up the fish order they not only gave us each a free glass of wine, but they took that fish order off our bill!!!","[('glass of wine', '108', '95', 'positive'), ('bill', '152', '148', 'neutral')]"
"The bar tender didn't know where the tea was, waiters started making the drinks if the bar tender wasn't around.","[('tea', '40', '37', 'neutral'), ('waiters', '53', '46', 'negative'), ('drinks', '79', '73', 'neutral')]"
"Our reservation was for 9, didn't get seated until 9:20 with no acknowledgment by the staff of the delay.","[('reservation', '15', '4', 'neutral'), ('staff', '91', '86', 'negative')]"
The turkey burgers are thick and juicy and they pile the mushrooms on!,"[('turkey burgers', '18', '4', 'positive'), ('mushrooms', '66', '57', 'neutral')]"
The menu was nothing special (I had to switch my entree choices several times because the server told me that the portion is really REALLY small!),"[('menu', '8', '4', 'neutral'), ('server', '96', '90', 'negative')]"
"I've heard that if you sit at the sushi bar, you can request rolls, but if you're at a table, the rolls are just the fish wrapped in seaweed with rice (which is still good, but I really love creative rolls).","[('sushi bar', '43', '34', 'neutral'), ('table', '92', '87', 'neutral'), ('fish', '121', '117', 'positive')]"
the waitress was not attentive at all and we had to keep getting the attention of the water servers to get more drinks.,"[('waitress', '12', '4', 'negative'), ('servers', '99', '92', 'neutral'), ('drinks', '118', '112', 'positive')]"
"We were a party of four, and after a long wait, were seated in a freezing corner.","[('wait', '46', '42', 'neutral'), ('corner', '80', '74', 'negative')]"
"Roof: very nice space (although I know 5 other rooftop bars just as good), but the crowd was a bunch of posers and the owner was a tool.","[('space', '21', '16', 'positive'), ('bars', '59', '55', 'positive'), ('posers', '110', '104', 'neutral')]"
"The Food Mafrici's approach to modern Italian fare may seem gimmicky: The menu lists eight seasonal ingredients, each prepared as an appetizer, pasta and entree.","[('menu', '78', '74', 'neutral'), ('ingredients', '111', '100', 'positive'), ('pasta', '149', '144', 'neutral')]"
"noteworthy menu items that we tried - tasting menu 6 courses for $50 with 2 glasses of wine - great value - frog's legs, knuckle sandwich, lobster mac cheese, octopus salad and venison chop - just fantastic.","[('courses', '60', '53', 'neutral'), ('glasses of wine', '91', '76', 'neutral'), ('frog', '112', '108', 'neutral'), ('sandwich', '137', '129', 'positive'), ('lobster mac cheese', '157', '139', 'positive'), ('octopus salad', '172', '159', 'positive')]"
"The Scene Quartino's airy dining room, wrapped in high windows, hinges around a trendy bar where regulars sip wine out of blunt tumblers while swapping stories--often in Italian.","[('Scene', '9', '4', 'neutral'), ('airy dining room', '37', '21', 'neutral'), ('bar', '90', '87', 'positive')]"
"Come here to drink, but don't come here for a meal.","[('drink', '18', '13', 'negative'), ('meal', '50', '46', 'positive')]"
We were seated promptly and brought rolls and water but then were made to wait much too long before our beverage order was taken and then much much too long before our waiter came back for a food order.,"[('water', '51', '46', 'neutral'), ('waiter', '174', '168', 'negative'), ('food', '195', '191', 'neutral')]"
"The waitress conveniently added in her tip into our bill, charged $10 for each margarita.","[('waitress', '12', '4', 'negative'), ('margarita', '88', '79', 'neutral')]"
"There are decent selections if you are a seafood person, but not a lot if you aren't!","[('selections', '27', '17', 'negative'), ('seafood', '48', '41', 'neutral')]"
"Yes, hard not to look at the waitresses (and they're really good servers), but as I'm reminded by everyone who knows Hooters, they don't rank anywhere near the girls at the Hooters locations South of the ol' Mason-Dixon.","[('servers', '72', '65', 'positive'), ('Mason-Dixon', '219', '208', 'neutral')]"
Music is a nice mix of everything from Aerosmith to James Brown to Metallica to disco to whatever else there is.,"[('Music', '5', '0', 'neutral'), ('mix', '19', '16', 'positive')]"
"Good food, but they could expand their desert menu.","[('food', '9', '5', 'positive'), ('menu', '50', '46', 'negative')]"
"When the food came, it was almost good, but the lack of AC, bad service, and overall apathetic staff, from the HOST, to the MANAGER to the WAITER, ruined the experience.","[('food', '13', '9', 'positive'), ('service', '71', '64', 'negative'), ('staff', '100', '95', 'negative'), ('HOST', '115', '111', 'negative'), ('MANAGER', '131', '124', 'negative')]"
When he mentioned that a pinot noir would be a decent match with two disparate plates of a first course (and the even further disparate second course- yes we informed him of our total meal choices PRIOR to our wine selection).,"[('pinot noir', '35', '25', 'positive'), ('meal', '188', '184', 'neutral'), ('wine', '214', '210', 'neutral')]"
"And when I received my $9 glass of wine, I had to ask the waitress if she planned on putting more in -- there was hardly any liquid in the glass!","[('glass of wine', '39', '26', 'neutral'), ('waitress', '66', '58', 'negative')]"
"The dinner lasted about 3 hours, that waiter continued to refill our water even though we finished the whole meal(including desserts) an hour and half before.","[('dinner', '10', '4', 'neutral'), ('waiter', '44', '38', 'negative'), ('meal', '113', '109', 'neutral'), ('desserts', '132', '124', 'neutral')]"
We waited about 10 minutes for a table and enjoyed peanuts and cocktails at the bar (drinks are $3.,"[('table', '38', '33', 'neutral'), ('peanuts', '58', '51', 'positive'), ('bar', '83', '80', 'neutral')]"
Green bean salad was tasty but could have used a bit more of a kick  Baby backs - Wow!,"[('Green bean salad', '16', '0', 'positive'), ('Baby backs', '79', '69', 'neutral')]"
Lastly the waiters and bartender should learn to have argurments in private and not in front of customers.,"[('waiters', '18', '11', 'negative'), ('bartender', '32', '23', 'negative'), ('private', '75', '68', 'neutral')]"
"While being shown to our table by a hostess, we were welcomed by Lidia Bastianich herself and seated at a great table in the dining room -- not too secluded, but not noisy.","[('hostess', '43', '36', 'neutral'), ('seated', '100', '94', 'positive')]"
"Furthermore, while the fish is unquestionably fresh, rolls tend to be inexplicably bland.","[('fish', '27', '23', 'positive'), ('rolls', '58', '53', 'negative')]"
"Besides, they used to be much more accommodating when I used to request a jalebi paratha instad of a plain naan as part of the brunch price.","[('naan', '111', '107', 'negative'), ('brunch price', '139', '127', 'neutral')]"
"pineapple, kiwi, guava, and raspberry sorbet.","[('pineapple', '9', '0', 'neutral'), ('sorbet', '44', '38', 'positive')]"
"The decor is sparse and elegant, the service warm (though my waitress was occasionally difficult to find), and the sushi fresh.","[('decor', '9', '4', 'positive'), ('service', '44', '37', 'positive'), ('waitress', '69', '61', 'negative')]"
"Tapas, served four at a time in small white porcelain trays, are a highlight--salt cod fritter stuffed with parsley-garlic sauce melts in the mouth, while pan-fried duck liver sits in a rich mix of sherry vinegar, honey and black pepper.","[('Tapas', '5', '0', 'positive'), ('white porcelain trays', '59', '38', 'neutral'), ('salt cod fritter stuffed with parsley-garlic sauce', '128', '78', 'positive'), ('duck', '169', '165', 'positive'), ('mix of sherry vinegar', '212', '191', 'positive')]"
"Well, its bar is beginning to attract the high-heeled Forever 21 ladies and hair-gelled men-who-love-them crowd (alas) and yet I must admit-- the food is damn good.","[('bar', '13', '10', 'neutral'), ('food', '150', '146', 'positive')]"
"I don't drink coffee so I can't judge that but if you want a friendly place to take a time out- read - people watch and enjoy a bagle, pastry or sandwitch this is a great place with liberal politics and nop pretensions.","[('coffee', '20', '14', 'neutral'), ('bagle', '133', '128', 'positive'), ('pastry', '141', '135', 'positive')]"
"There's no bar, only beer and wine, and you're likely to be annoyed by unruly Park Slope offsprings, so come late and enjoy the smart wine list.","[('bar', '14', '11', 'neutral'), ('wine list', '143', '134', 'positive')]"
"The menu was nicely sized with five small plates, eight appetizers and seven entrees.","[('menu', '8', '4', 'positive'), ('plates', '48', '42', 'neutral'), ('appetizers', '66', '56', 'neutral'), ('entrees', '84', '77', 'neutral')]"
"Yes, the wait is long and ridiculous as times, especially as you watch others gobble down their food.","[('wait', '13', '9', 'negative'), ('food', '100', '96', 'neutral')]"
I don't know why people complain about the service - our waiter brought our drinks and food out promptly.,"[('waiter', '63', '57', 'positive'), ('drinks', '82', '76', 'neutral'), ('food', '91', '87', 'neutral')]"
"Hillarious lighting and ecclectic side dishes make you want to love the place, but the meal on the whole was abyssmal.","[('place', '77', '72', 'positive'), ('meal', '91', '87', 'negative')]"
When I pointed this out to the waiter he told me that all of the lox is like that.,"[('waiter', '37', '31', 'negative'), ('lox', '68', '65', 'neutral')]"
"(dissapointed) Over price for a lunch menu, including the lunch specials(be smart.","[('price', '25', '20', 'negative'), ('lunch menu', '42', '32', 'neutral'), ('lunch specials', '72', '58', 'neutral')]"
"The SUM IT: Dim sum standard fair, noodles ok, other dishes ok.","[('Dim sum', '19', '12', 'neutral'), ('noodles', '42', '35', 'positive')]"
"they continue to expand their garden space, w/out expanding their kitchen and cannot provide even adequate service.","[('garden space', '42', '30', 'positive'), ('kitchen', '73', '66', 'positive'), ('service', '114', '107', 'negative')]"
Our waiter suggested a fantastic Greek wine that was far less expensive then we were willing to spend.,"[('waiter', '10', '4', 'neutral'), ('Greek wine', '43', '33', 'positive')]"
If the food is out of your price range then at least go for happy hour for a drink - although the drinks cost a bit more then the average happy hour bar after you receive one you would agree that it is worth it.,"[('price', '32', '27', 'negative'), ('bar', '152', '149', 'neutral')]"
"My roommate says she has had good food here at night, at the bar.","[('food', '38', '34', 'positive'), ('bar', '64', '61', 'neutral')]"
I had the GREATEST MEAL THAT I'VE EVER HAD at Babbo (Aside from my Grandmothers)  The food is not quite traditional Italian but then again not exactly Nouvo-cuisine.,"[('MEAL', '23', '19', 'positive'), ('food', '90', '86', 'neutral')]"
"On your way out, pick up a bar of their Swiss chocolate.","[('bar', '30', '27', 'neutral'), ('chocolate', '55', '46', 'positive')]"
"We tried explaining nicely to them that we were just finishing up a drink, and after a brief, unprofessional discussion with the two waiters, they told us never to come back again.","[('drink', '73', '68', 'neutral'), ('waiters', '140', '133', 'negative')]"
"The Food Brasserie favorites are prepared by the book: Onion soup gratinee bubbles with a thick layer of Gruyere cheese, and grilled shell steak is served medium-rare, with a side of crisp shoestring potatoes.","[('Food', '8', '4', 'positive'), ('Onion soup gratinee', '74', '55', 'neutral'), ('Gruyere cheese', '119', '105', 'neutral'), ('served', '154', '148', 'neutral')]"
The restaurant appears clean and the food was fine until my dining partner discovered pieces of chicken about half way through her vegetarian dish.,"[('dining', '66', '60', 'neutral'), ('chicken', '103', '96', 'negative')]"
"Chicken with Mixed vegetables is an explosion of flavor, many great spicy dishes too.","[('Mixed vegetables', '29', '13', 'neutral'), ('flavor', '55', '49', 'positive'), ('dishes', '80', '74', 'positive')]"
PS- I just went for brunch on Saturday and the eggs served with onions and rosemary were amazing.,"[('brunch', '26', '20', 'neutral'), ('eggs served with onions', '70', '47', 'positive')]"
"service, one would be overpaying for the experience and for the food.","[('service', '7', '0', 'positive'), ('food', '68', '64', 'neutral')]"
"Be prepared to hear bad 70s rock and 80s pop thumping downstairs while you eat, but the food is shockingly good.","[('pop', '44', '41', 'neutral'), ('food', '92', '88', 'positive')]"
the most expensive dish on the menu was $14!!!,"[('dish', '23', '19', 'negative'), ('menu', '35', '31', 'neutral')]"
"It takes forever for them to serve you just drinks, and some of the waiters seem to not comprehend what you order.","[('drinks', '50', '44', 'neutral'), ('waiters', '75', '68', 'negative')]"
Super friendly neighboorhood atmosphere where even a lady can go alone and have a drink and feel comfortable.,"[('atmosphere', '39', '29', 'positive'), ('drink', '87', '82', 'neutral')]"
"The manager also refused to remove the drink from the check, suggesting that if we didnt like it, we could simply remove the corn ourselves.","[('manager', '11', '4', 'negative'), ('drink', '44', '39', 'neutral')]"
the waitress was slow and forgot our drinks about 3 times.,"[('waitress', '12', '4', 'negative'), ('drinks', '43', '37', 'neutral')]"
I came to have dinner with two of my girlfriends on saturday and had an awsome time.,"[('dinner', '21', '15', 'neutral'), ('time', '83', '79', 'positive')]"
"Midway through the meal the waiter came over and said we were being charged $40 a head since there were 7 of us, and they never said that when i made the reservation.","[('meal', '23', '19', 'neutral'), ('waiter', '34', '28', 'negative'), ('reservation', '165', '154', 'neutral')]"
"ASK for spice adjustments or for special orders, if you think you'll need them, BUT most dishes are GREAT as the staff prepares them.","[('dishes', '95', '89', 'positive'), ('staff', '118', '113', 'neutral')]"
"I used to eat there two meals a day until my company moved to stupid Madison avenue (UGH, nasty food for rip off tourist price!)","[('meals', '29', '24', 'neutral'), ('food', '100', '96', 'negative'), ('price', '126', '121', 'negative')]"
"It was spaced out (we had the 80pp), toro appetizer was so smooth, we had quail, numerous sushi, soup, pumpin puree and more.","[('toro appetizer', '51', '37', 'positive'), ('quail', '79', '74', 'neutral'), ('sushi', '95', '90', 'positive'), ('soup', '101', '97', 'neutral'), ('pumpin puree', '115', '103', 'neutral')]"
"It is not a very stylish place, but we had some of the best Chinese food we ever had.","[('place', '30', '25', 'negative'), ('Chinese food', '72', '60', 'positive')]"
"The food, though good for the most part (very good duck and chicken with rice dish, but awful charred squid salad - tasted bitter going down), was the least memorable part of the meal.","[('food', '8', '4', 'positive'), ('charred squid salad', '113', '94', 'negative'), ('meal', '183', '179', 'neutral')]"
great trendy spot for a night out but to be honest the food was not worth the cost.,"[('spot', '17', '13', 'positive'), ('food', '59', '55', 'negative')]"
