text,labs
But while this is one big advantage (as you may know from the company s recent commercials) there are other things to consider before going with Apple.,"[('other things', None), ('recent commercials', None), ('big advantage', None)]"
I love the way the entire suite of software works together.,"[('software', None), ('entire suite', None)]"
The speed is incredible and I am more than satisfied.,"[('speed', None)]"
on the bright side at least I wasn't without my laptop for long this time!,"[('side', None)]"
This laptop meets every expectation and Windows 7 is great!,"[('windows', None), ('expectation', None)]"
That's how frustrating it was.,[]
I can barely use any usb devices because they will not stay connected properly.,"[('usb devices', None)]"
"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.","[('computer', None), ('down side', None)]"
"-No backlit keyboard, but not an issue for me.","[('backlit keyboard', None)]"
When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,[]
I can't even turn it off.,[]
"One suggestion I do have, is to not bother getting Microsoft office for the mac expecting it will work just like you knew it to on a PC.","[('suggestion', None)]"
Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,"[('talk', None)]"
I shopped around before buying.,[]
"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!","[('screen', None), ('eyes', None)]"
Would do business again.,"[('business', None)]"
The machine is slow to boot up and occasionally crashes completely.,"[('machine', None)]"
"After paying several hundred dollars for this service, it is frustrating that you cannot get help after hours.","[('hours', None), ('help', None)]"
I have had the luxury (sarcasm) of owning 2 of these laptops.,[]
What a waste.,[]
It was a total Dhell experience that I will never repeat.,"[('total dhell experience', None)]"
There are a few flaws as well that I noticed.,"[('few flaws', None)]"
Completely worth every single penny dime and nickel.,"[('nickel', None), ('single penny dime', None)]"
I tried to upgrade it to a newer version a couple of months ago and I still have the same problem.,"[('same problem', None), ('version', None)]"
"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.","[('battery', None)]"
:) In the past four years I've had it I have never once gotten a virus.,"[('years', None)]"
I love the operating system and the preloaded software.,[]
"They were great in handling this problem, and I'm looking forward in purchasing additonal products from them in the future.","[('additonal products', None)]"
I've tried going back to XL but there still problems.,"[('xl', None)]"
The best thing about this laptop is the price along with some of the newer features.,[]
"After numerous attempts of trying (including setting the clock in BIOS setup directly), I gave up(I am a techie).","[('numerous attempts', None)]"
YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,[]
But it may be potentially hundreds or thousands in the near future.,"[('near future', None)]"
Has met or exceeded my needs for a compact travel device.,"[('travel device', None), ('needs', None)]"
but now i have realized its a problem with this brand.,[]
It cannot save the correct date and time I set.,"[('date', None), ('time', None)]"
I sent it back to Toshiba twice they covered it under the  warranty.,"[('toshiba', None)]"
And this isn't just my one experine.,[]
They sent me a replacement part and without informing me are requiring that I return it within 15 days or contact them and let them know the broken part will be returned later.,[]
I was looking for a mac which is portable and has all the features that I was looking for.,[]
I would highly recommend this one to my friends,"[('friends', None)]"
"I honestly love my mac, thats why I am a self proclaimed mac addict.",[]
And these are some reasons you should get a macbook pro.,"[('reasons', None), ('macbook pro', None)]"
Also kinda loud when the fan was running.,[]
"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").","[('credit card', None), ('priviledge', None)]"
I purchased this laptop while on a business trip to keep up with my email.,"[('email', None), ('business trip', None)]"
There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,"[('certain times windows loads', None), ('drivers', None), ('disc', None), ('files', None), ('claims', None)]"
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,[]
-they lost my laptop for a month,[]
Spent 2 hours on phone with HP Technical Support.,[]
"This is my second laptop,and it is head and shoulders above my first.","[('shoulders', None), ('second laptop', None), ('head', None)]"
at first!,[]
"Speaking of the browser, it too has problems.",[]
I think just going from PC to Mac has gotten me totally spoiled and I can't imagine ever going back.,[]
The keyboard is too slick.,"[('keyboard', None)]"
Nightly my computer defrags itself and runs a virus scan.,"[('computer', None)]"
"It's like 9 punds, but if you can look past it, it's GREAT!",[]
It's just as fast with one program open as it is with sixteen open.,"[('program', None)]"
"Still under warrenty so called Toshiba, no help at all.",[]
I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,"[('purchase', None)]"
I LOVE IT!,[]
Amazing Quality!,"[('quality', None)]"
The fact that you can spend over $100 on just a webcam underscores the value of this machine.,[]
"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).","[('internet', None), ('personal files', None), ('email', None)]"
"A month or so ago, the freaking motherboard just died.","[('motherboard', None)]"
"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",[]
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,"[('charger', None), ('new hardware', None), ('computer running', None)]"
I took it back to Best Buy where they were so helpful and immediately gave me a new one.,"[('buy', None), ('new one', None)]"
"If you had PC for four years I can almost gaurentee that something would of gone wrong by now, maybe even forcing you to replace your entire computer.","[('entire computer', None)]"
"*2 weeks after giving the computer for repair*-Called headquarters, they report that they have not looked at it yet but it is ""on the top of the stack"".",[]
This machine delivers.,[]
Then 2 of my nephews were going into music and both fell in love with the MacBook Pro.,[]
I complain again...,[]
This laptop is insane!!!,"[('laptop', None)]"
"If a website ever freezes (which is rare), its really easy to force quit.","[('website', None)]"
It does run a little warm but that is a negligible concern.,[]
It rarely works and when it does it's incredibly slow.,[]
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,"[('windows', None), ('macbook pro laptop', None)]"
"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!","[('operating system', None), ('files', None)]"
Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,"[('toshiba lap', None)]"
I always swore by PCs and would never consider a MAC.,"[('mac', None)]"
"what an elegant, wonderful machine.","[('machine', None)]"
This is now my 3rd MacBook Pro and I really honestly love it!,[]
for 2 months.,[]
"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.","[('extended warranty', None)]"
Do you ever think HP would do that? NEVER!,[]
We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,"[('performace increase', None)]"
It's not like I have used for half a year and then complained about it.,[]
Still trying to learn how to use it.,[]
"The reality was, it heated up very quickly, and took way too long to do simple things, like opening my Documents folder.","[('simple things', None)]"
I bought the netbook because it was smaller and lighter for me to carry around.,[]
The Genius at the Apple store advised me that there was nothing about my use of the computer that caused this failure.,[]
We'll save our money to replace it with a Mac again!,"[('money', None), ('mac', None)]"
Thank you for your great product!,"[('product', None)]"
"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...","[('products', None), ('company', None)]"
I had always used PCs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,"[('systems', None)]"
"Sorry Toshiba, but 1st impressions do count for something.","[('toshiba', None), ('something', None)]"
"Then, within 5 months, the charger crapped out on me.","[('charger', None)]"
And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,"[('songs', None), ('high speed', None)]"
Overall this laptop is great.,"[('laptop', None)]"
I love the glass touchpad.,[]
  I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,"[('computer', None), ('again', None), ('mother board', None), ('drive', None)]"
I am using the external speaker- sound is good.,"[('sound', None)]"
The Apple MC371LL/A 2.4Ghz 15.4-inch MacBook Pro Notebook is a horrible waste of money.,"[('money', None)]"
"Ok, this is probably the best laptop series ever devised by Apple.",[]
"As of a couple weeks ago the middle portion of the laptop from top to bottom,,,about 4 inches across is hardly visible.","[('middle portion', None), ('inches', None), ('laptop', None), ('bottom', None)]"
"still testing the battery life as i thought it would be better, but am very happy with the upgrade.","[('upgrade', None)]"
"Then HP sends it back to me with the hardware screwed up, not able to connect.","[('hp', None)]"
I just hope the reputation that Toshiba has is true and I won't have to worry about a crash.,"[('toshiba', None)]"
"Oh yeah, don't forget the expensive shipping to and from HP.","[('shipping', None)]"
I would recommend anyone to buy from pcconnection express.,"[('anyone', None), ('pcconnection', None)]"
Good luck.,[]
"Everything is so easy to use, Mac software is just so much simpler than Microsoft software.","[('mac software', None), ('everything', None), ('microsoft software', None)]"
"  My favorite by far, although the most expensive, was my Sony.","[('sony', None)]"
"And if you do a lot of writing, editing is a problem since there is no  forward delete  key.","[('key', None)]"
Also I typed faster then then letters would show and it got to be realy annoying.,"[('letters', None)]"
As an owner of a Toshiba Satalite laptop computer things you should know before you buy.,"[('owner', None)]"
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,"[('apple', None), ('service', None)]"
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.",[]
"I shipped out on Saturday, July 17.",[]
I bought it for really cheap also and it's AMAZING.,[]
"Acer has set me up with FREE recovery discs, when they are available since I asked.","[('discs', None)]"
"I also purchased Office Max's ""Max Assurance"" with the ""no lemon"" clause.",[]
If you find yourself in the market for a new laptop (and have the money) don't exclude looking at the MBPs.,"[('new laptop', None)]"
I eventually did the migration from my iMac backup disc which uses USB.,[]
Those things are very important - vital even!,"[('things', None)]"
"-They say it will take ""up to two weeks"".",[]
I didn't like one thing about it.,"[('thing', None)]"
"The battery life seems to be very good, and have had no issues with it.","[('battery life', None)]"
Enabling the battery timer is useless.,[]
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.,"[('core processing unit temperatures', None), ('outside', None)]"
"Yeah, to you.",[]
I got a mac as my HS graduation gift.,[]
I have now had it for 1.5 months and love it.,[]
It turned out it's not really a problem to have a Mac.,"[('mac', None)]"
Page just disapeared after you got yahoo or downloaded something.,"[('page', None)]"
Images can be multi-selected and viewed swiftly or in slideshow mode.,[]
Going to bring it to service today.,"[('service today', None)]"
"There is no need to purchase virus protection for Mac, which saves me a lot of time and money.",[]
"But we had paid for bluetooth, and there was none.",[]
"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.","[('hinge', None)]"
"My daughter uses it for games, email, facebook, pictures and music.",[]
Laptop is to be used like a Netbook.,[]
"It is always reliable, never bugged and responds well.",[]
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,[]
"Trying to balance all of my roles leaves very little time for me to do anything, so I want to manage my time I do have to be the most efficient.","[('time', None), ('anything', None)]"
"It was slow, locked up, and also had hardware replaced after only 2 months!",[]
they had to replace the motherboard in April,"[('april', None), ('motherboard', None)]"
"Yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.","[('light weight', None), ('average laptop', None), ('self explantory', None), ('computer', None)]"
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.","[('enormous amounts', None), ('representive', None), ('charge', None), ('system', None)]"
There is a little indent to help open it - but good luck with that.,[]
I love WIndows 7 which is a vast improvment over Vista.,"[('vista', None), ('vast improvment', None)]"
"  Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.","[('anything', None)]"
It Was a great deal after all.,"[('deal', None)]"
This mac is great!,"[('mac', None)]"
"Keyboard is great, very quiet for all the typing that I do.","[('keyboard', None)]"
I grew up in a design family so it only made sense.,[]
Gave phonenumber.,[]
It would take up too much time to do reaearch for my papers and I would be up hours-just because the computer was too slow.,"[('much time', None), ('reaearch', None), ('papers', None), ('computer', None)]"
Oh my goodness-I am not a happy camper.,[]
Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,"[('money', None), ('products', None)]"
I'd recommend this laptop to anyone!,"[('anyone', None), ('laptop', None)]"
"Yet, HP won't do anything about the problem.","[('hp', None), ('anything', None)]"
i'm returning mine,[]
"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.","[('minutes', None), ('general use', None)]"
"I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.","[('avchd movies', None), ('little effort', None)]"
It's a bummer and one out of five is being kind.,[]
"This is what they told me: It heats up, and that is the reason we no longer call them laptops, and simply categorize them as portables.","[('reason', None), ('portables', None), ('laptops', None)]"
"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.","[('sales associate', None)]"
"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;","[('apple', None), ('windows applications', None)]"
You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,"[('gobs', None), ('program', None)]"
This laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.,"[('dynamo', None), ('online tutorials', None), ('laptop', None)]"
One of them seems to have worked.,[]
Which I still use and have hooked up to my TV.,[]
The problem I had with this unit was unresolvable.,[]
It weighed like seven pounds or something like that.,[]
"2 months later, the battery went.","[('battery', None)]"
You may need to special order a bag.,"[('special order', None)]"
It's color is even cool.,[]
and it has blue screen crashed on me twice.,"[('blue screen', None)]"
  Another two weeks later and it was back in my possession.,[]
keys are all in weird places and is way too large for the way it is designed.,"[('keys', None)]"
"I've owned every ""Pro"" model Apple laptop for the last 8 years, this is BY FAR the WORST one I've ever had.","[('years', None)]"
We purchase the Dell XPS several years ago for my home business.,"[('dell xps several years', None)]"
"Have purchased many products over the years from MacConnection and this transaction, like all the others, we smoothly with no problems.","[('many products', None)]"
I would recommend anyone to buy from pcconnection express.,"[('anyone', None), ('pcconnection', None)]"
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.","[('money', None), ('average laptop', None)]"
He gave me this PC about 3 years ago and up to this point im still sitting here using it.,"[('point im', None)]"
I'm pleased.,[]
The keyboard feels good and I type just fine on it.,"[('keyboard', None)]"
"With a healthy pessimism, I took the machine home and tried to find a flaw.",[]
Shiny  This Laptop is the Best of the best!,[]
I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,"[('white mac computers', None)]"
"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.","[('minutes', None), ('few months', None), ('battery', None), ('charge', None)]"
"Don't waste their money, save it and but a mac.","[('money', None)]"
Money and time well spent!,"[('money', None), ('time', None)]"
  Gradually the freezing screen evolved into a screen that froze in weird shapes.,"[('shapes', None), ('screen', None)]"
"BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple","[('old men', None), ('technology', None)]"
Good laptop for the money.,"[('money', None), ('laptop', None)]"
I like the laptop overall.,[]
I now travel with this laptop and my work PC.,[]
  I am however pleased that it is still hanging in there.,[]
Both my husband and I have this model Toshiba.,[]
"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.","[('drive', None)]"
"Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.","[('speed', None), ('longevity', None), ('construction quality', None)]"
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","[('configuration', None), ('extra key', None)]"
) I also tried the touch pad and compared it to other netbooks in the store.,"[('store', None), ('other netbooks', None)]"
"It absolutely is more expensive than most PC laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.","[('security', None), ('use', None), ('pc laptops', None), ('minimal problems', None), ('pricetag', None)]"
"  It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",[]
lots of preloaded software.,[]
"  Sony, Acer, Dell, Packard Bell and Toshiba.",[]
"and then, a guy came out to serve me instead.","[('guy', None)]"
Breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!,"[('part', None)]"
Have returned that laptop unused.,"[('laptop', None)]"
  Will probably never buy a HP again.,"[('hp', None)]"
I got tired of buying laptops and having them stop working after a year.,"[('laptops', None)]"
I should have been more observant.,[]
"I wish it had a webcam though, then it would be perfect!",[]
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,"[('computer', None), ('part', None), ('screen', None)]"
Another thing I might add is the battery life is excellent.,"[('battery life', None), ('thing', None)]"
"One drawback, I wish the keys were backlit.",[]
"When the buyer returned it Wal Mart just boxed it, taped it shut  resold it as new.",[]
What a great little laptop.,"[('little laptop', None)]"
"Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.","[('garmin', None), ('help', None)]"
I wish the volume could be louder and the mouse didnt break after only a month.,"[('mouse', None), ('month', None)]"
"I play a lot of casual games online, and the touchpad is very responsive.","[('touchpad', None), ('casual games', None), ('lot', None)]"
"Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.","[('desktops', None), ('previous laptops', None)]"
It caught a virus that completely wiped out my hard drive in a matter of hours.,"[('drive', None)]"
WOULD PAY MORE FOR IT IF I HAD TOO!,[]
Couldn't keep a page up you were working on!,"[('page', None)]"
"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.","[('standpoint', None)]"
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,"[('only fact', None), ('single bit', None), ('apples', None)]"
"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.","[('fingerprint reader driver', None), ('bluetooth', None), ('software', None)]"
"Great battery, speed, display.","[('battery', None)]"
I would not recommend this product to anyone.,"[('anyone', None), ('product', None)]"
I like to use it at the race track to handiecap the horse races.,"[('race track', None), ('horse races', None)]"
I was given a Mac as a birthday present and couldn't be happier with it 3 years later.,"[('birthday', None)]"
"The delivery was fast, and I would not hesitate to purchase this laptop again.","[('delivery', None), ('laptop', None)]"
I've been impressed with the battery life and the performance for such a small amount of memory.,"[('memory', None), ('small amount', None)]"
do a quick search on the internet see if im the only one.,"[('internet', None), ('quick search', None)]"
I'm extremely happy with my purchase as I now have the portable power I have been looking for.,"[('power', None), ('purchase', None)]"
"It's applications are terrific, including the replacements for Microsoft office.","[('replacements', None)]"
"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",[]
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.","[('computer', None), ('cam', None)]"
Is this partially due to the fact that it is running Windows Vista?,[]
"You might think, I am new in this game, but I am a gadget lover, and have had more than 2 dozens laptops in the past 15 years, and none gets this hot, that fast.","[('none', None), ('gadget lover', None), ('game', None), ('years', None)]"
I was informed that I need to call some 0900 number first.,"[('number', None)]"
I really wanted a Mac over a pc because I used a Mac in high school.,"[('high school', None)]"
"1) Payed $2200 for a ""premium"" laptop",[]
I BOUGHT THEM FOR MY COLLEGE AGE GRANDCHILDREN AND THESE MACS ARE TOTALLY RELIABLE AND SUPPORT THEIR CLASS WORK 100% OF THE TIME.,"[('class', None), ('time', None), ('%', None)]"
  The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,"[('power supply', None), ('warrenty', None), ('connector', None)]"
Do not purchase this laptop.,"[('laptop', None)]"
"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",[]
Mostly I love the drag and drop feature.,"[('feature', None)]"
"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?","[('webcam breaks', None)]"
"She brought out 2 other identical netbooks and still insist that ""It is like that one"".","[('other identical netbooks', None)]"
"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",[]
Very fast and efficient!,[]
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.","[('imovie', None), ('several great software packages', None), ('garageband', None), ('iwork', None)]"
Being virus-resistant is a huge plus.,"[('huge plus', None)]"
The screen is very large and crystal clear with amazing colors and resolution.,"[('colors', None), ('screen', None), ('resolution', None)]"
"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",[]
"In my house, HP is a nasty word.","[('hp', None), ('word', None)]"
"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.","[('brand', None), ('mind', None)]"
"By the way teachers, they offer a discount which helps!",[]
now he mows yards so he can earn the money for the wireless internet.,"[('money', None), ('wireless internet', None)]"
I still see the benefits of a PC when I do not know how to do something on my mac.,"[('something', None), ('mac', None)]"
"Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.","[('external monitor', None), ('desktop replacement', None)]"
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,"[('caveat', None), ('specific software', None)]"
It is held in place magnetically.,[]
  Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).,"[('buy', None), ('tiny plastic piece', None)]"
"It has no camera but, I can always buy and install one easy.",[]
"The display is incredibly bright, much brighter than my PowerBook and very crisp.","[('display', None)]"
We were PC users.,[]
The AMD Turin processor seems to always perform so much better than Intel.,"[('amd turin processor', None)]"
  After that the said it was under warranty.,[]
The start menu is not the easiest thing to navigate due to the stacking.,"[('start menu', None)]"
Only thing I would want to add to this is an internal bluray read/write drive.,[]
"This computer was awful, I would never recomend it to another person.","[('computer', None), ('person', None)]"
The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,[]
"The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.","[('machine', None)]"
"I loved it then, but unfortunately it was before the days of wireless internet.","[('wireless internet', None)]"
Really like the textured surface which shows no fingerprints.,[]
"I WILL NEVER AGAIN buy another Acer, not will I buy Gateway, or eMachine as they are all from the same company.","[('gateway', None), ('acer', None), ('emachine', None)]"
The screen is bright and the keyboard is nice;,"[('screen', None), ('keyboard', None)]"
"I look forward to years of use, it has held up well over the years and it fits my needs very well.",[]
Im very happy with this computer!,"[('computer', None), ('im', None)]"
But the machine is awesome and iLife is great and I love Snow Leopard X.,"[('machine', None), ('ilife', None)]"
"High price tag, however.","[('price tag', None)]"
"I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.","[('pc', None)]"
"My kids have to take their PCs in once a year to have them ""de-bugged"".","[('pcs', None), ('kids', None)]"
"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD.","[('fm', None), ('sound output quality', None)]"
It was a laugh  too!,[]
"Since I purchased my Toshiba netbook, I have been very pleased with it, I have a laptob and a desktop.",[]
I bought my macbook a few months ago and it has been my baby ever since.,"[('few months', None)]"
That is how it is able to function better than any other PC.,"[('other pc', None)]"
I custom ordered the machine from HP and could NOT understand the techie due to his accent.,"[('accent', None), ('techie', None)]"
It is easy to use and lightweight.,[]
I went to Toshiba online help and found some suggestions to fix it.,"[('toshiba online help', None)]"
It is a bit heavy.,[]
  after trying to get some help he disconnected on me.,"[('help', None)]"
They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,"[('other computers', None), ('several friends', None)]"
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.,"[('dual core amd', None), ('intel processor', None), ('same notebook', None), ('ports', None)]"
This laptop is a great price and has a sleek look.,"[('price', None), ('look', None), ('laptop', None)]"
I especially like the keyboard which has chiclet type keys.,[]
Small screen somewhat limiting but great for travel.,"[('screen', None), ('travel', None)]"
One of the primary reasons why I purchased an IPad was to store photographs so that I could show to my customers.,"[('photographs', None), ('primary reasons', None), ('customers', None)]"
Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.,"[('apple product', None)]"
"For the not so good, I got the stock screen - which is VERY glossy.",[]
The gray color was a good choice.,"[('choice', None), ('gray color', None)]"
This was the second computer and brand bought that day.,"[('second computer', None), ('brand', None)]"
Buy this.,[]
VERY disappointing:,[]
"I love this product because it is Toshiba and its 15.6"".",[]
I would like to have volume buttons rather than the adjustment that is on the front.,"[('volume buttons', None), ('adjustment', None)]"
This is my first computer purchase,"[('first computer purchase', None)]"
People know what they are talking about and they have pride in the product that they are selling.,[]
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,"[('hd', None), ('power', None), ('heavy computing', None)]"
Would HIGHLY recommend this netbook though.,"[('netbook', None)]"
"I have had several machines over the years, both for personal and business use.","[('several machines', None)]"
I bought a protector for my key pad and it works great :),[]
The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,"[('power cord', None)]"
Well i got this computer from Best Buy and I have had nothing but problems I bought the computer with a virus.....,[]
It seems they could have updated XP and done without creating Vista.,[]
"  It is easy to use, fast and has great graphics for the money.","[('money', None), ('graphics', None)]"
I decided I wanted a laptop so I went into the BBY store.,[]
I like how the Mac OS is so simple and easy to use.,"[('mac os', None)]"
"While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.","[('premium', None), ('products', None)]"
"In the three years I've had my MacBook Pro, I have never had a virus on my computer, and I do a lot of work on the internet.",[]
"I was ready to take it back for a refund, but the Geek Squad camed through and pointed me in the right direction to get it fixed.","[('direction', None)]"
I have had laptops in the past and I thought why not give these small netbooks a try.,"[('try', None)]"
It can't get any better.,[]
"All the problems I have had with PC's are solved with a Mac: the issue of overheating-my Dell was always overheating and not working properly or simply shutting off, and the issue of viruses and contaminants-my HP completely quit working within2 years of purchasing it, with no inexpensive way of fixing it.","[('way', None), ('dell', None), ('hp', None)]"
only good thing is the graphics quality.,"[('graphics quality', None)]"
