text,labs
plus it is small and reasonably light so i can take it with me to and from work.,"[('light', None), ('work', None)]"
i hate this one.,"[('one', None), ('i', None)]"
they were totally unconcerned that the computer was not correctly repaired in the first place.,"[('first place', None), ('computer', None), ('repaired', None)]"
toshiba does not send any one out unless you have paid extra to have the on site repair done.,"[('toshiba', None), ('on place', None)]"
"oh, boy!","[('boy', None), ('oh', None)]"
but while this is one big advantage (as you may know from the company s recent commercials) there are other things to consider before going with apple.,"[('big advantage', None), ('commercials', None), ('apple', None), ('recent commercials', None), ('other things', None)]"
i love the way the entire suite of software works together.,"[('software', None), ('suite', None), ('entire suite', None)]"
the speed is incredible and i am more than satisfied.,"[('speed', None), ('food', None)]"
on the bright side at least i wasn't without my laptop for long this time!,"[('side', None), ('laptop', None)]"
this laptop meets every expectation and windows 7 is great!,"[('expectation', None), ('windows', None), ('laptop', None), ('windows 7', None)]"
that's how frustrating it was.,[]
i can barely use any usb devices because they will not stay connected properly.,"[('usb devices', None), ('properly', None), ('usb', None)]"
"the one down side to it is that when i play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.","[('computer', None), ('game', None), ('down side', None), ('certin', None)]"
"-no backlit keyboard, but not an issue for me.","[('backlit keyboard', None), ('computer', None)]"
when i finally had everything running with all my software installed i plugged in my droid to recharge and the system crashed.,"[('system', None), ('droid', None)]"
i can't even turn it off.,"[('turn', None), ('i', None)]"
"one suggestion i do have, is to not bother getting microsoft office for the mac expecting it will work just like you knew it to on a pc.","[('suggestion', None), ('mac', None), ('microsoft office', None)]"
pairing it with an iphone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,"[('iphone', None), ('talk', None), ('syncing', None)]"
i shopped around before buying.,"[('buying', None), ('shopped', None)]"
"i also got the added bonus of a 30"" hd monitor, which really helps to extend my screen and keep my eyes fresh!","[('hd monitor', None), ('eyes', None), ('screen', None)]"
would do business again.,"[('time', None), ('business', None)]"
"after paying several hundred dollars for this service, it is frustrating that you cannot get help after hours.","[('hours', None), ('service', None), ('help', None)]"
i have had the luxury (sarcasm) of owning 2 of these laptops.,"[('laptops', None), ('luxury', None)]"
what a waste.,"[('waste', None), ('a', None)]"
it was a total dhell experience that i will never repeat.,"[('experience', None), ('dhell', None), ('total dhell experience', None)]"
there are a few flaws as well that i noticed.,"[('flaws', None), ('few flaws', None), ('food', None)]"
completely worth every single penny dime and nickel.,"[('dime', None), ('nickel', None), ('single penny dime', None)]"
i tried to upgrade it to a newer version a couple of months ago and i still have the same problem.,"[('version', None), ('same problem', None), ('newer', None), ('problem', None)]"
"i did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.","[('battery', None), ('working', None)]"
:) in the past four years i've had it i have never once gotten a virus.,"[('virus', None), ('past', None), ('years', None)]"
i love the operating system and the preloaded software.,"[('preloaded software', None), ('operating system', None)]"
"they were great in handling this problem, and i'm looking forward in purchasing additonal products from them in the future.","[('products', None), ('new', None), ('additonal products', None)]"
i've tried going back to xl but there still problems.,"[('problems', None), ('xl', None)]"
the best thing about this laptop is the price along with some of the newer features.,"[('price', None), ('newer features', None)]"
"after numerous attempts of trying (including setting the clock in bios setup directly), i gave up(i am a techie).","[('clock', None), ('bios', None), ('numerous attempts', None)]"
you will not be able to talk to an american warranty service is out of country.,"[('warranty', None), ('service', None)]"
but it may be potentially hundreds or thousands in the near future.,"[('near future', None), ('future', None)]"
has met or exceeded my needs for a compact travel device.,"[('device', None), ('travel device', None), ('needs', None), ('travel', None)]"
but now i have realized its a problem with this brand.,"[('brand', None), ('name', None)]"
it cannot save the correct date and time i set.,"[('time', None), ('date', None)]"
and this isn't just my one experine.,"[('experine', None), ('food', None)]"
they sent me a replacement part and without informing me are requiring that i return it within 15 days or contact them and let them know the broken part will be returned later.,"[('replacement part', None), ('call', None)]"
i was looking for a mac which is portable and has all the features that i was looking for.,"[('mac', None), ('features', None)]"
i would highly recommend this one to my friends,"[('friends', None), ('one', None), ('i', None)]"
"i honestly love my mac, thats why i am a self proclaimed mac addict.","[('mac', None)]"
and these are some reasons you should get a macbook pro.,"[('macbook', None), ('reasons', None), ('macbook pro', None)]"
also kinda loud when the fan was running.,"[('fan', None), ('running', None)]"
"in desparation, i called their customer service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").","[('credit card', None), ('service', None), ('priviledge', None), ('technician', None)]"
i purchased this laptop while on a business trip to keep up with my email.,"[('business trip', None), ('business', None), ('email', None)]"
there also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,"[('files', None), ('claims', None), ('windows', None), ('certain times windows loads', None), ('disc', None), ('drivers', None)]"
drivers updated ok but the bios update froze the system up and the computer shut down.,"[('bios', None), ('drivers', None)]"
-they lost my laptop for a month,[]
spent 2 hours on phone with hp technical support.,"[('hp', None), ('phone', None)]"
"this is my second laptop,and it is head and shoulders above my first.","[('second laptop', None), ('head', None), ('shoulders', None), ('laptop', None)]"
at first!,[]
"speaking of the browser, it too has problems.","[('problems', None), ('browser', None)]"
i think just going from pc to mac has gotten me totally spoiled and i can't imagine ever going back.,"[('mac', None), ('pc', None)]"
the keyboard is too slick.,"[('keyboard', None), ('slick', None)]"
nightly my computer defrags itself and runs a virus scan.,"[('virus', None), ('computer', None)]"
"it's like 9 punds, but if you can look past it, it's great!","[('punds', None)]"
it's just as fast with one program open as it is with sixteen open.,"[('open', None), ('program', None), ('one', None)]"
"still under warrenty so called toshiba, no help at all.","[('toshiba', None), ('help', None)]"
i was happy with my purchase of a toshiba satellite l305d-s5934 laptop until it came time to have it repaired under the toshiba warranty.,"[('purchase', None), ('laptop', None), ('toshiba', None)]"
amazing quality!,"[('quality', None), ('food', None)]"
the fact that you can spend over $100 on just a webcam underscores the value of this machine.,"[('machine', None), ('value', None)]"
"i mainly use it for email, internet, and managing personal files (pics, vids, etc.).","[('vids', None), ('file', None), ('personal files', None), ('internet', None), ('email', None)]"
"a month or so ago, the freaking motherboard just died.","[('motherboard', None), ('a', None)]"
"the system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.","[('system', None), ('fix', None)]"
i took it back to best buy where they were so helpful and immediately gave me a new one.,"[('new one', None), ('buy', None), ('a', None)]"
"if you had pc for four years i can almost gaurentee that something would of gone wrong by now, maybe even forcing you to replace your entire computer.","[('computer', None), ('pc', None), ('entire computer', None)]"
"*2 weeks after giving the computer for repair*-called headquarters, they report that they have not looked at it yet but it is ""on the top of the stack"".","[('stack', None), ('headquarters', None)]"
this machine delivers.,"[('machine', None), ('delivery', None)]"
then 2 of my nephews were going into music and both fell in love with the macbook pro.,"[('music', None), ('macbook pro', None)]"
i complain again...,"[('i', None), ('a', None)]"
this laptop is insane!!!,"[('insane', None), ('laptop', None)]"
"if a website ever freezes (which is rare), its really easy to force quit.","[('website', None), ('freeze', None)]"
it does run a little warm but that is a negligible concern.,"[('oil', None), ('concern', None)]"
it rarely works and when it does it's incredibly slow.,[]
i also enjoy the fact that my macbook pro laptop allows me to run windows 7 on it by using the vmware program.,"[('macbook pro laptop', None), ('macbook', None), ('windows', None), ('vmware', None)]"
"it's so much easier to navigate through the operating system, to find files, and it runs a lot faster!","[('file', None), ('operating system', None), ('files', None)]"
purchased a toshiba lap top it worked good until just after the warrenty went out.,"[('toshiba lap top', None), ('warrenty', None), ('toshiba lap', None)]"
i always swore by pcs and would never consider a mac.,"[('pcs', None), ('mac', None)]"
"what an elegant, wonderful machine.","[('machine', None)]"
this is now my 3rd macbook pro and i really honestly love it!,"[('macbook', None)]"
for 2 months.,[]
"i wanted to purchase the extended warranty and they refused, because they knew it was trouble.","[('person', None), ('extended warranty', None)]"
do you ever think hp would do that? never!,"[('hp', None), ('neo', None)]"
we upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,"[('performace increase', None), ('performance', None), ('memory', None)]"
it's not like i have used for half a year and then complained about it.,"[('b', None), ('a', None)]"
still trying to learn how to use it.,[]
"the reality was, it heated up very quickly, and took way too long to do simple things, like opening my documents folder.","[('documents', None), ('simple things', None), ('reality', None)]"
i bought the netbook because it was smaller and lighter for me to carry around.,"[('netbook', None)]"
the genius at the apple store advised me that there was nothing about my use of the computer that caused this failure.,"[('computer', None), ('apple', None)]"
we'll save our money to replace it with a mac again!,"[('mac', None), ('money', None)]"
thank you for your great product!,"[('wait', None), ('product', None)]"
"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...","[('products', None), ('company', None)]"
i had always used pcs and been constantly frustrated by the crashing and the poorly designed operating systems that were never very intuitive.,"[('pcs', None), ('operating systems', None), ('systems', None)]"
"sorry toshiba, but 1st impressions do count for something.","[('something', None), ('toshiba', None), ('impressions', None)]"
"then, within 5 months, the charger crapped out on me.","[('charger', None), ('me', None)]"
and if you have a iphone or ipod touch you can connect and download songs to it at high speed.,"[('speed', None), ('ipod touch', None), ('high speed', None), ('songs', None)]"
overall this laptop is great.,"[('laptop', None)]"
i love the glass touchpad.,"[('person', None), ('glass touchpad', None)]"
i continued to take the computer in again and they replaced the hard drive and mother board yet again.,"[('drive', None), ('again', None), ('computer', None), ('mother board', None), ('hard drive', None)]"
i am using the external speaker- sound is good.,"[('speaker', None), ('sound', None)]"
the apple mc371ll/a 2.4ghz 15.4-inch macbook pro notebook is a horrible waste of money.,"[('apple mc371ll/a', None), ('money', None)]"
"ok, this is probably the best laptop series ever devised by apple.","[('laptop', None), ('apple', None)]"
"as of a couple weeks ago the middle portion of the laptop from top to bottom,,,about 4 inches across is hardly visible.","[('inches', None), ('middle portion', None), ('bottom', None), ('laptop', None), ('portion', None)]"
"still testing the battery life as i thought it would be better, but am very happy with the upgrade.","[('battery', None), ('upgrade', None)]"
"then hp sends it back to me with the hardware screwed up, not able to connect.","[('hardware', None), ('hp', None)]"
i just hope the reputation that toshiba has is true and i won't have to worry about a crash.,"[('reputation', None), ('toshiba', None)]"
"oh yeah, don't forget the expensive shipping to and from hp.","[('hp', None), ('shipping', None)]"
good luck.,"[('luck', None)]"
"everything is so easy to use, mac software is just so much simpler than microsoft software.","[('mac', None), ('everything', None), ('microsoft software', None), ('mac software', None)]"
"my favorite by far, although the most expensive, was my sony.","[('sony', None), ('price', None)]"
also i typed faster then then letters would show and it got to be realy annoying.,"[('letters', None), ('i', None)]"
as an owner of a toshiba satalite laptop computer things you should know before you buy.,"[('toshiba satalite laptop computer', None), ('owner', None)]"
its ease of use and the top service from apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,"[('bar', None), ('service', None), ('apple', None)]"
"it has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.","[('computer', None), ('word', None)]"
"i shipped out on saturday, july 17.","[('july 17', None), ('i shipped', None)]"
i bought it for really cheap also and it's amazing.,"[('i', None), ('price', None)]"
"acer has set me up with free recovery discs, when they are available since i asked.","[('acer', None), ('discs', None)]"
"i also purchased office max's ""max assurance"" with the ""no lemon"" clause.","[('clause', None), ('max assurance', None)]"
if you find yourself in the market for a new laptop (and have the money) don't exclude looking at the mbps.,"[('mbps', None), ('new laptop', None)]"
i eventually did the migration from my imac backup disc which uses usb.,"[('migration', None), ('usb', None)]"
those things are very important - vital even!,"[('things', None)]"
"-they say it will take ""up to two weeks"".","[('wait', None), ('food', None)]"
i didn't like one thing about it.,"[('thing', None), ('i', None), ('a', None)]"
"the battery life seems to be very good, and have had no issues with it.","[('battery', None), ('battery life', None)]"
enabling the battery timer is useless.,"[('battery timer', None), ('enabling', None)]"
temperatures on the outside were alright but i did not track in core processing unit temperatures.,"[('processing unit temperatures', None), ('outside', None), ('core processing unit temperatures', None)]"
"yeah, to you.",[]
i got a mac as my hs graduation gift.,"[('mac', None), ('graduation', None)]"
i have now had it for 1.5 months and love it.,"[('place', None), ('i', None)]"
it turned out it's not really a problem to have a mac.,"[('mac', None), ('problem', None)]"
page just disapeared after you got yahoo or downloaded something.,"[('yahoo', None), ('page', None)]"
images can be multi-selected and viewed swiftly or in slideshow mode.,"[('slideshow', None), ('images', None)]"
going to bring it to service today.,"[('item', None), ('service today', None), ('service', None)]"
"there is no need to purchase virus protection for mac, which saves me a lot of time and money.","[('virus', None), ('time', None)]"
"but we had paid for bluetooth, and there was none.","[('bluetooth', None), ('price', None)]"
"so, i paid a visit to lg notebook service center at alexandra road, hoping they can make the hinge tighter.","[('hinge', None), ('notebook', None), ('service', None)]"
"my daughter uses it for games, email, facebook, pictures and music.","[('emails', None), ('music', None)]"
laptop is to be used like a netbook.,"[('netbook', None), ('laptop', None)]"
"it is always reliable, never bugged and responds well.",[]
after about a week i finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,"[('new motherboard', None), ('motherboard', None)]"
"trying to balance all of my roles leaves very little time for me to do anything, so i want to manage my time i do have to be the most efficient.","[('roles', None), ('time', None), ('anything', None)]"
"it was slow, locked up, and also had hardware replaced after only 2 months!","[('hardware', None), ('time', None)]"
they had to replace the motherboard in april,"[('april', None), ('motherboard', None)]"
"yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.","[('self explantory', None), ('average laptop', None), ('light weight', None), ('computer', None), ('laptop', None)]"
"also, if you need to talk to a representive at microsoft, there is a charge, which i believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with xp if they could.","[('system', None), ('xp', None), ('charge', None), ('enormous amounts', None), ('representive', None), ('bill', None)]"
there is a little indent to help open it - but good luck with that.,"[('open', None), ('indent', None)]"
i love windows 7 which is a vast improvment over vista.,"[('vista', None), ('vast improvment', None), ('windows 7', None)]"
"also, i have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.","[('anything', None), ('alot', None), ('sitting', None)]"
it was a great deal after all.,"[('c', None), ('b', None), ('deal', None), ('a', None)]"
this mac is great!,"[('mac', None)]"
"keyboard is great, very quiet for all the typing that i do.","[('keyboard', None), ('typing', None)]"
i grew up in a design family so it only made sense.,"[('family', None), ('design', None)]"
gave phonenumber.,"[('phonenumber', None)]"
it would take up too much time to do reaearch for my papers and i would be up hours-just because the computer was too slow.,"[('papers', None), ('reaearch', None), ('computer', None), ('much time', None)]"
oh my goodness-i am not a happy camper.,"[('camper', None)]"
dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,"[('products', None), ('dell', None), ('money', None), ('service', None)]"
i'd recommend this laptop to anyone!,"[('person', None), ('laptop', None), ('anyone', None)]"
"yet, hp won't do anything about the problem.","[('hp', None), ('anything', None), ('problem', None)]"
i'm returning mine,"[(""i'm returning mine"", None)]"
"it had a cooling system malfunction after 10 minutes of general use, and would not move past this error.","[('minutes', None), ('cooling system', None), ('general use', None), ('general', None)]"
"i can render avchd movies with little effort, which was a problem for most pc's unless you had a quad core i7.","[('little effort', None), ('avchd movies', None), ('avchd', None), ('movies', None)]"
it's a bummer and one out of five is being kind.,"[('kind', None), ('a', None)]"
"this is what they told me: it heats up, and that is the reason we no longer call them laptops, and simply categorize them as portables.","[('portables', None), ('reason', None), ('laptops', None)]"
"after talking it over with the very knowledgeable sales associate, i chose the macbook pro over the white macbook.","[('sales', None), ('white macbook', None), ('sales associate', None)]"
"if you really want a bang-up system and don't need to run windows applications, go with an apple;","[('system', None), ('windows applications', None), ('apple', None)]"
you won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.,"[('virus', None), ('gobs', None), ('program', None), ('wallet', None)]"
this laptop is fast and you will literally learn all you can do with this dynamo by just watching the online tutorials.,"[('online tutorials', None), ('dynamo', None), ('laptop', None), ('tutorials', None)]"
one of them seems to have worked.,[]
which i still use and have hooked up to my tv.,"[('tv', None)]"
the problem i had with this unit was unresolvable.,"[('solution', None), ('unit', None)]"
it weighed like seven pounds or something like that.,"[('weighed', None), ('seven', None)]"
"2 months later, the battery went.","[('battery', None)]"
you may need to special order a bag.,"[('special order', None), ('bag', None)]"
it's color is even cool.,"[('beer', None), ('color', None)]"
and it has blue screen crashed on me twice.,"[('blue', None), ('blue screen', None), ('screen', None)]"
another two weeks later and it was back in my possession.,"[('two', None), ('possession', None)]"
keys are all in weird places and is way too large for the way it is designed.,"[('places', None), ('keys', None)]"
"i've owned every ""pro"" model apple laptop for the last 8 years, this is by far the worst one i've ever had.","[('apple laptop', None), ('model', None), ('years', None)]"
we purchase the dell xps several years ago for my home business.,"[('business', None), ('dell xps', None), ('dell xps several years', None)]"
"have purchased many products over the years from macconnection and this transaction, like all the others, we smoothly with no problems.","[('macconnection', None), ('many products', None), ('products', None)]"
i would recommend anyone to buy from pcconnection express.,"[('express', None), ('pcconnection', None), ('anyone', None)]"
"yes, a mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.","[('mac', None), ('style', None), ('average laptop', None), ('money', None), ('laptop', None)]"
he gave me this pc about 3 years ago and up to this point im still sitting here using it.,"[('point im', None), ('pc', None)]"
i'm pleased.,"[(""i'm pleased"", None)]"
the keyboard feels good and i type just fine on it.,"[('sys', None), ('keyboard', None)]"
"with a healthy pessimism, i took the machine home and tried to find a flaw.","[('machine', None), ('flaw', None)]"
i thought the white mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.,"[('mousepad', None), ('white mac computers', None)]"
"and not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.","[('battery', None), ('charge', None), ('few months', None), ('minutes', None)]"
"don't waste their money, save it and but a mac.","[('mac', None), ('money', None)]"
money and time well spent!,"[('time', None), ('money', None)]"
gradually the freezing screen evolved into a screen that froze in weird shapes.,"[('shapes', None), ('freezing screen', None), ('screen', None)]"
"best buy - 5 stars + + + (sales, service, respect for old men who aren't familiar with the technology) dell computers - 3 stars dell support - owes a me a couple","[('dell computers', None), ('old men', None), ('service', None), ('technology', None)]"
good laptop for the money.,"[('laptop', None), ('money', None)]"
i like the laptop overall.,"[('overall', None), ('laptop', None)]"
i now travel with this laptop and my work pc.,"[('laptop', None), ('pc', None)]"
i am however pleased that it is still hanging in there.,"[('place', None), ('i', None)]"
both my husband and i have this model toshiba.,"[('toshiba', None), ('model', None)]"
"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.","[('drive', None), ('hard drive', None), ('motherboard', None)]"
"yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.","[('construction quality', None), ('cost', None), ('speed', None), ('quality', None), ('longevity', None)]"
"since i keyboard over 100 wpm, i look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc.","[('extra key', None), ('configuration', None), ('wpm', None)]"
) i also tried the touch pad and compared it to other netbooks in the store.,"[('other netbooks', None), ('touch pad', None), ('store', None)]"
"it absolutely is more expensive than most pc laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.","[('pc laptops', None), ('use', None), ('security', None), ('pricetag', None), ('minimal problems', None), ('ease of use', None)]"
"it gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.","[('time', None), ('tap', None)]"
lots of preloaded software.,"[('preloaded software', None)]"
"sony, acer, dell, packard bell and toshiba.","[('acer', None), ('dell', None), ('toshiba', None)]"
"and then, a guy came out to serve me instead.","[('guy', None), ('serve', None)]"
breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!,"[('sale', None), ('part', None)]"
have returned that laptop unused.,"[('laptop', None), ('unused', None)]"
will probably never buy a hp again.,"[('hp', None), ('a', None)]"
i got tired of buying laptops and having them stop working after a year.,"[('year', None), ('laptops', None)]"
i should have been more observant.,"[('observant', None), ('food', None)]"
"i wish it had a webcam though, then it would be perfect!","[('webcam', None), ('a', None)]"
my favorite part of this computer is that it has a vga port so i can connect it to a bigger screen.,"[('vga port', None), ('screen', None), ('computer', None), ('part', None)]"
another thing i might add is the battery life is excellent.,"[('battery', None), ('battery life', None), ('thing', None)]"
"one drawback, i wish the keys were backlit.","[('keys', None), ('backlit', None)]"
what a great little laptop.,"[('little laptop', None), ('laptop', None)]"
"acer was no help and garmin could not determine the problem(after spending about 2 hours with me), so i returned it and purchased a toshiba r700 that seems even nicer and i was able to load all of my software with no problem.","[('toshiba r700', None), ('garmin', None), ('acer', None), ('help', None)]"
i wish the volume could be louder and the mouse didnt break after only a month.,"[('mouse', None), ('volume', None), ('month', None)]"
"i play a lot of casual games online, and the touchpad is very responsive.","[('touchpad', None), ('lot', None), ('casual games', None)]"
"granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my mac boots up noticeably quicker.","[('mac', None), ('desktops', None), ('previous laptops', None), ('new laptop', None)]"
it caught a virus that completely wiped out my hard drive in a matter of hours.,"[('virus', None), ('drive', None)]"
would pay more for it if i had too!,"[('money', None)]"
couldn't keep a page up you were working on!,"[('working', None), ('page', None)]"
"it is everything i'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.","[('standpoint', None), ('feel', None), ('home', None)]"
the only fact i dont like about apples is they generally use safari and i dont use safari but after i install mozzilla firfox i love every single bit about it.,"[('safari', None), ('apples', None), ('apple', None), ('only fact', None), ('single bit', None)]"
"the bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.","[('software', None), ('fingerprint reader driver', None), ('bluetooth', None), ('fingerprint reader', None)]"
"great battery, speed, display.","[('battery', None), ('display', None)]"
i would not recommend this product to anyone.,"[('person', None), ('anyone', None), ('product', None)]"
i like to use it at the race track to handiecap the horse races.,"[('horse races', None), ('race track', None)]"
i was given a mac as a birthday present and couldn't be happier with it 3 years later.,"[('mac', None), ('birthday', None)]"
"the delivery was fast, and i would not hesitate to purchase this laptop again.","[('laptop', None), ('delivery', None)]"
i've been impressed with the battery life and the performance for such a small amount of memory.,"[('performance', None), ('small amount', None), ('memory', None)]"
do a quick search on the internet see if im the only one.,"[('internet', None), ('quick search', None)]"
i'm extremely happy with my purchase as i now have the portable power i have been looking for.,"[('power', None), ('purchase', None), ('portable power', None)]"
"it's applications are terrific, including the replacements for microsoft office.","[('replacements', None), ('microsoft office', None)]"
"they improved nothing else such as resolution, appearance, cooling system, graphics card, etc.","[('cooling system', None), ('graphics card', None), ('resolution', None)]"
"i got it back and my built-in webcam and built-in mic were shorting out anytime i touched the lid, (mind you this was my means of communication with my fiance who was deployed) but i suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.","[('webcam', None), ('computer', None), ('cam', None), ('lid', None)]"
is this partially due to the fact that it is running windows vista?,"[('windows vista', None), ('running', None)]"
"you might think, i am new in this game, but i am a gadget lover, and have had more than 2 dozens laptops in the past 15 years, and none gets this hot, that fast.","[('none', None), ('game', None), ('gadget lover', None), ('years', None), ('dozens', None), ('gadget', None)]"
i was informed that i need to call some 0900 number first.,"[('num', None), ('call', None), ('number', None)]"
i really wanted a mac over a pc because i used a mac in high school.,"[('mac', None), ('pc', None), ('high school', None)]"
"1) payed $2200 for a ""premium"" laptop","[('laptop', None), ('premium', None)]"
i bought them for my college age grandchildren and these macs are totally reliable and support their class work 100% of the time.,"[('%', None), ('macs', None), ('time', None), ('class', None)]"
the board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,"[('warrenty', None), ('power supply', None), ('board', None), ('connector', None)]"
do not purchase this laptop.,"[('laptop', None), ('price', None)]"
"my dad has one of the very first toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!","[('toshibas', None), ('ethernet', None)]"
mostly i love the drag and drop feature.,"[('drag', None), ('feature', None)]"
"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?","[('fancy webcam', None), ('webcam breaks', None), ('fix', None)]"
"she brought out 2 other identical netbooks and still insist that ""it is like that one"".","[('netbooks', None), ('her', None), ('other identical netbooks', None)]"
"i ordered through macmall, which saved me the sales tax i would have incurred buying locally.","[('macmall', None), ('sales tax', None)]"
very fast and efficient!,[]
"of course, i also have several great software packages that came for free including iwork, garageband, and imovie.","[('software', None), ('several great software packages', None), ('imovie', None), ('garageband', None), ('iwork', None)]"
being virus-resistant is a huge plus.,"[('plus', None), ('huge plus', None), ('virus-resistant', None)]"
the screen is very large and crystal clear with amazing colors and resolution.,"[('screen', None), ('colors', None), ('resolution', None)]"
"after a little more than a year of owning my macbook pro, the monitor has completely died.","[('macbook', None), ('monitor', None)]"
"in my house, hp is a nasty word.","[('hp', None), ('word', None)]"
"the brand of itunes has just become ingrained in our lexicon now, but keep in mind that apple started it all.","[('brand', None), ('mind', None), ('apple', None)]"
"by the way teachers, they offer a discount which helps!","[('discount', None), ('teachers', None)]"
now he mows yards so he can earn the money for the wireless internet.,"[('internet', None), ('money', None), ('wireless internet', None)]"
i still see the benefits of a pc when i do not know how to do something on my mac.,"[('something', None), ('mac', None), ('pc', None)]"
"size: i know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.","[('desktop replacement', None), ('replacement', None), ('monitor', None), ('external monitor', None)]"
additional caveat: the base installation comes with some toshiba-specific software that may or may not be to a user's liking.,"[('caveat', None), ('specific software', None), ('toshiba-specific software', None), ('base', None)]"
it is held in place magnetically.,"[('place', None), ('magnetic', None)]"
taking it back to best buy i found that a tiny plastic piece inside had broken (manuf issue).,"[('item', None), ('plastic', None), ('buy', None), ('tiny plastic piece', None)]"
