text,labs
"-no backlit keyboard, but not an issue for me.","[('backlit keyboard', None)]"
i can't even turn it off.,"[('turn it off', None)]"
"one suggestion i do have, is to not bother getting microsoft office for the mac expecting it will work just like you knew it to on a pc.","[('microsoft office', None), ('suggestion', None)]"
pairing it with an iphone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,"[('syncing', None), ('talk', None)]"
the machine is slow to boot up and occasionally crashes completely.,"[('machine', None), ('boot up', None)]"
"after paying several hundred dollars for this service, it is frustrating that you cannot get help after hours.","[('service', None), ('help', None)]"
what a waste.,"[('waste', None)]"
it was a total dhell experience that i will never repeat.,"[('dhell experience', None)]"
completely worth every single penny dime and nickel.,"[('penny dime', None), ('nickel', None)]"
"i did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.","[('working', None), ('battery', None)]"
i've tried going back to xl but there still problems.,"[('xl', None)]"
the best thing about this laptop is the price along with some of the newer features.,"[('features', None), ('laptop', None), ('price', None)]"
you will not be able to talk to an american warranty service is out of country.,"[('warranty service', None), ('country', None)]"
but now i have realized its a problem with this brand.,"[('brand', None)]"
it cannot save the correct date and time i set.,"[('time', None), ('date', None)]"
i sent it back to toshiba twice they covered it under the warranty.,"[('toshiba', None)]"
they sent me a replacement part and without informing me are requiring that i return it within 15 days or contact them and let them know the broken part will be returned later.,"[('replacement part', None)]"
i was looking for a mac which is portable and has all the features that i was looking for.,"[('features', None), ('mac', None)]"
"i honestly love my mac, thats why i am a self proclaimed mac addict.","[('mac', None)]"
there also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,"[('windows', None), ('claims', None), ('disc', None), ('files', None), ('drivers', None)]"
spent 2 hours on phone with hp technical support.,"[('hp technical support', None)]"
"speaking of the browser, it too has problems.","[('browser', None)]"
i think just going from pc to mac has gotten me totally spoiled and i can't imagine ever going back.,"[('pc', None)]"
the keyboard is too slick.,"[('keyboard', None)]"
"it's like 9 punds, but if you can look past it, it's great!","[('punds', None)]"
"still under warrenty so called toshiba, no help at all.","[('toshiba', None)]"
i was happy with my purchase of a toshiba satellite l305d-s5934 laptop until it came time to have it repaired under the toshiba warranty.,"[('toshiba satellite l305d-s5934 laptop', None), ('purchase', None)]"
amazing quality!,"[('quality', None)]"
the fact that you can spend over $100 on just a webcam underscores the value of this machine.,"[('machine', None), ('value', None)]"
"the system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.","[('works', None), ('system', None)]"
"if you had pc for four years i can almost gaurentee that something would of gone wrong by now, maybe even forcing you to replace your entire computer.","[('pc', None), ('computer', None)]"
this machine delivers.,"[('machine', None)]"
then 2 of my nephews were going into music and both fell in love with the macbook pro.,"[('macbook', None)]"
this laptop is insane!!!,"[('laptop', None)]"
it does run a little warm but that is a negligible concern.,"[('run', None)]"
it rarely works and when it does it's incredibly slow.,"[('works', None)]"
i also enjoy the fact that my macbook pro laptop allows me to run windows 7 on it by using the vmware program.,"[('windows 7', None), ('laptop', None)]"
purchased a toshiba lap top it worked good until just after the warrenty went out.,"[('toshiba lap top', None), ('warrenty', None)]"
i always swore by pcs and would never consider a mac.,"[('pcs', None), ('mac', None)]"
"what an elegant, wonderful machine.","[('machine', None)]"
this is now my 3rd macbook pro and i really honestly love it!,"[('macbook', None)]"
"i wanted to purchase the extended warranty and they refused, because they knew it was trouble.","[('warranty', None)]"
do you ever think hp would do that? never!,"[('hp', None)]"
we upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,"[('speed', None), ('performace increase', None)]"
i bought the netbook because it was smaller and lighter for me to carry around.,"[('netbook', None)]"
thank you for your great product!,"[('product', None)]"
"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...","[('products', None), ('company', None)]"
"sorry toshiba, but 1st impressions do count for something.","[('toshiba', None), ('impressions', None)]"
and if you have a iphone or ipod touch you can connect and download songs to it at high speed.,"[('ipod', None), ('speed', None), ('songs', None)]"
overall this laptop is great.,"[('laptop', None)]"
i love the glass touchpad.,"[('glass touchpad', None)]"
i am using the external speaker- sound is good.,"[('sound', None)]"
the apple mc371ll/a 2.4ghz 15.4-inch macbook pro notebook is a horrible waste of money.,"[('mc371ll/a 2.4ghz 15.4-inch macbook', None), ('money', None), ('notebook', None)]"
"ok, this is probably the best laptop series ever devised by apple.","[('laptop series', None)]"
"still testing the battery life as i thought it would be better, but am very happy with the upgrade.","[('upgrade', None)]"
i just hope the reputation that toshiba has is true and i won't have to worry about a crash.,"[('toshiba', None)]"
"oh yeah, don't forget the expensive shipping to and from hp.","[('shipping', None)]"
i would recommend anyone to buy from pcconnection express.,"[('pcconnection', None)]"
good luck.,"[('luck', None)]"
"everything is so easy to use, mac software is just so much simpler than microsoft software.","[('use', None), ('mac software', None)]"
"my favorite by far, although the most expensive, was my sony.","[('sony', None)]"
as an owner of a toshiba satalite laptop computer things you should know before you buy.,"[('toshiba satalite laptop computer', None), ('owner', None)]"
its ease of use and the top service from apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,"[('service', None), ('use', None), ('apple', None)]"
"it has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.","[('word editing', None), ('web browsing', None), ('battery life', None)]"
"i also purchased office max's ""max assurance"" with the ""no lemon"" clause.","[('office max', None)]"
if you find yourself in the market for a new laptop (and have the money) don't exclude looking at the mbps.,"[('mbps', None), ('laptop', None)]"
"the battery life seems to be very good, and have had no issues with it.","[('battery life', None)]"
temperatures on the outside were alright but i did not track in core processing unit temperatures.,"[('core processing unit temperatures', None), ('outside', None)]"
images can be multi-selected and viewed swiftly or in slideshow mode.,"[('images', None)]"
going to bring it to service today.,"[('service', None)]"
"so, i paid a visit to lg notebook service center at alexandra road, hoping they can make the hinge tighter.","[('lg notebook service center', None), ('hinge', None)]"
"it is always reliable, never bugged and responds well.","[('response', None)]"
"it was slow, locked up, and also had hardware replaced after only 2 months!","[('hardware', None)]"
"yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.","[('weight', None), ('computer', None), ('self explantory', None), ('laptop', None)]"
"also, if you need to talk to a representive at microsoft, there is a charge, which i believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with xp if they could.","[('xp', None), ('system', None), ('charge', None), ('representive', None), ('amounts', None)]"
i love windows 7 which is a vast improvment over vista.,"[('windows 7', None), ('vista', None), ('improvment', None)]"
this mac is great!,"[('mac', None)]"
"keyboard is great, very quiet for all the typing that i do.","[('typing', None), ('keyboard', None)]"
i grew up in a design family so it only made sense.,"[('design family', None)]"
it would take up too much time to do reaearch for my papers and i would be up hours-just because the computer was too slow.,"[('computer', None), ('time', None), ('reaearch', None), ('papers', None)]"
dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,"[('dell', None), ('money', None), ('products', None)]"
i'd recommend this laptop to anyone!,"[('laptop', None)]"
"yet, hp won't do anything about the problem.","[('hp', None)]"
"it had a cooling system malfunction after 10 minutes of general use, and would not move past this error.","[('cooling system', None), ('use', None)]"
"this is what they told me: it heats up, and that is the reason we no longer call them laptops, and simply categorize them as portables.","[('laptops', None), ('heats up', None), ('reason', None), ('portables', None)]"
"after talking it over with the very knowledgeable sales associate, i chose the macbook pro over the white macbook.","[('macbook', None), ('sales associate', None)]"
"if you really want a bang-up system and don't need to run windows applications, go with an apple;","[('windows applications', None), ('apple', None)]"
one of them seems to have worked.,"[('worked', None)]"
the problem i had with this unit was unresolvable.,"[('unit', None)]"
"2 months later, the battery went.","[('battery', None)]"
it's color is even cool.,"[('color', None)]"
and it has blue screen crashed on me twice.,"[('blue screen', None)]"
keys are all in weird places and is way too large for the way it is designed.,"[('keys', None)]"
we purchase the dell xps several years ago for my home business.,"[('dell xps', None)]"
i would recommend anyone to buy from pcconnection express.,"[('pcconnection', None)]"
"yes, a mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.","[('style', None), ('speed', None), ('money', None), ('laptop', None)]"
he gave me this pc about 3 years ago and up to this point im still sitting here using it.,"[('pc', None), ('point im', None)]"
the keyboard feels good and i type just fine on it.,"[('keyboard', None)]"
shiny this laptop is the best of the best!,"[('laptop', None)]"
"and not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.","[('battery', None), ('charge', None)]"
money and time well spent!,"[('time', None), ('money', None)]"
gradually the freezing screen evolved into a screen that froze in weird shapes.,"[('shapes', None), ('screen', None)]"
"best buy - 5 stars + + + (sales, service, respect for old men who aren't familiar with the technology) dell computers - 3 stars dell support - owes a me a couple","[('dell computers', None), ('service', None), ('technology', None), ('men', None)]"
good laptop for the money.,"[('laptop', None), ('money', None)]"
i like the laptop overall.,"[('laptop', None)]"
i am however pleased that it is still hanging in there.,"[('hanging', None)]"
"yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.","[('speed', None), ('construction quality', None), ('quality', None), ('cost', None), ('longevity', None)]"
) i also tried the touch pad and compared it to other netbooks in the store.,"[('touch pad', None), ('netbooks', None), ('store', None)]"
"it absolutely is more expensive than most pc laptops, but the ease of use, security, and minimal problems that have arisen make it well worth the pricetag.","[('use', None), ('security', None), ('pc laptops', None), ('pricetag', None)]"
will probably never buy a hp again.,"[('hp', None)]"
my favorite part of this computer is that it has a vga port so i can connect it to a bigger screen.,"[('vga port', None), ('computer', None), ('part', None), ('screen', None)]"
another thing i might add is the battery life is excellent.,"[('battery life', None), ('thing', None)]"
"one drawback, i wish the keys were backlit.","[('keys', None)]"
"when the buyer returned it wal mart just boxed it, taped it shut resold it as new.","[('wal mart', None)]"
what a great little laptop.,"[('laptop', None)]"
"acer was no help and garmin could not determine the problem(after spending about 2 hours with me), so i returned it and purchased a toshiba r700 that seems even nicer and i was able to load all of my software with no problem.","[('garmin', None), ('acer', None), ('help', None)]"
i wish the volume could be louder and the mouse didnt break after only a month.,"[('volume', None), ('mouse', None)]"
"i play a lot of casual games online, and the touchpad is very responsive.","[('touchpad', None), ('games', None), ('lot', None)]"
"it is everything i'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.","[('feel', None), ('look', None), ('standpoint', None)]"
"the bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.","[('bluetooth', None), ('software', None), ('fingerprint reader driver', None)]"
"great battery, speed, display.","[('display', None), ('battery', None), ('speed', None)]"
i would not recommend this product to anyone.,"[('product', None)]"
"the delivery was fast, and i would not hesitate to purchase this laptop again.","[('delivery', None), ('laptop', None)]"
i've been impressed with the battery life and the performance for such a small amount of memory.,"[('performance', None), ('battery life', None), ('memory', None), ('amount', None)]"
"they improved nothing else such as resolution, appearance, cooling system, graphics card, etc.","[('resolution', None), ('cooling system', None), ('graphics card', None)]"
is this partially due to the fact that it is running windows vista?,"[('windows vista', None)]"
i bought them for my college age grandchildren and these macs are totally reliable and support their class work 100% of the time.,"[('support', None)]"
the board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,"[('connector', None), ('power supply', None), ('warrenty', None)]"
"my dad has one of the very first toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!","[('works', None), ('toshibas', None)]"
mostly i love the drag and drop feature.,"[('drag and drop feature', None)]"
"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?","[('webcam', None)]"
very fast and efficient!,"[('speed', None), ('efficient', None)]"
"of course, i also have several great software packages that came for free including iwork, garageband, and imovie.","[('iwork', None), ('software packages', None), ('garageband', None), ('imovie', None)]"
the screen is very large and crystal clear with amazing colors and resolution.,"[('resolution', None), ('screen', None), ('colors', None)]"
"after a little more than a year of owning my macbook pro, the monitor has completely died.","[('macbook', None), ('monitor', None)]"
"in my house, hp is a nasty word.","[('hp', None), ('word', None)]"
"the brand of itunes has just become ingrained in our lexicon now, but keep in mind that apple started it all.","[('brand of itunes', None), ('mind', None)]"
i still see the benefits of a pc when i do not know how to do something on my mac.,"[('pc', None), ('mac', None)]"
"size: i know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.","[('monitor', None), ('size', None), ('desktop replacement', None)]"
additional caveat: the base installation comes with some toshiba-specific software that may or may not be to a user's liking.,"[('toshiba-specific software', None), ('caveat', None)]"
"it has no camera but, i can always buy and install one easy.","[('install', None)]"
"the display is incredibly bright, much brighter than my powerbook and very crisp.","[('display', None), ('brightness', None)]"
we were pc users.,"[('pc users', None)]"
the amd turin processor seems to always perform so much better than intel.,"[('performance', None), ('amd turin processor', None)]"
after that the said it was under warranty.,"[('warranty', None)]"
"this computer was awful, i would never recomend it to another person.","[('computer', None), ('person', None)]"
the service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.,"[('service tech', None)]"
the screen is bright and the keyboard is nice;,"[('screen', None), ('keyboard', None)]"
"i look forward to years of use, it has held up well over the years and it fits my needs very well.","[('fits', None)]"
im very happy with this computer!,"[('computer', None), ('im', None)]"
but the machine is awesome and ilife is great and i love snow leopard x.,"[('machine', None), ('ilife', None)]"
"high price tag, however.","[('price tag', None)]"
"my kids have to take their pcs in once a year to have them ""de-bugged"".","[('pcs', None), ('kids', None)]"
"since i purchased my toshiba netbook, i have been very pleased with it, i have a laptob and a desktop.","[('toshiba netbook', None)]"
i bought my macbook a few months ago and it has been my baby ever since.,"[('macbook', None)]"
that is how it is able to function better than any other pc.,"[('function', None), ('pc', None)]"
it is easy to use and lightweight.,"[('use', None), ('lightweight', None)]"
i went to toshiba online help and found some suggestions to fix it.,"[('toshiba', None), ('help', None)]"
they also have a longer service life than other computers (i have several friends who still use the older apple powerbooks).,"[('service life', None), ('friends', None), ('computers', None)]"
if you check you will find the same notebook with the above missing ports and a dual core amd or intel processor.,"[('intel processor', None), ('ports', None), ('notebook', None), ('core amd', None)]"
this laptop is a great price and has a sleek look.,"[('laptop', None), ('price', None), ('look', None)]"
i especially like the keyboard which has chiclet type keys.,"[('chiclet type keys', None), ('keyboard', None)]"
small screen somewhat limiting but great for travel.,"[('screen', None), ('size', None), ('travel', None)]"
one of the primary reasons why i purchased an ipad was to store photographs so that i could show to my customers.,"[('ipad', None), ('reasons', None), ('photographs', None), ('customers', None)]"
runs hot i thought we were paying for quality in our decision to buy an apple product.,"[('quality', None), ('apple product', None)]"
the gray color was a good choice.,"[('color', None), ('choice', None)]"
this was the second computer and brand bought that day.,"[('brand', None), ('computer', None)]"
"i love this product because it is toshiba and its 15.6"".","[('product', None)]"
i would like to have volume buttons rather than the adjustment that is on the front.,"[('volume buttons', None), ('adjustment', None)]"
people know what they are talking about and they have pride in the product that they are selling.,"[('product', None)]"
the processor a amd semprom at 2.1 ghz is a bummer it does not have the power for hd or heavy computing.,"[('processor', None), ('power', None), ('hd', None), ('computing', None)]"
would highly recommend this netbook though.,"[('netbook', None)]"
"i have had several machines over the years, both for personal and business use.","[('machines', None)]"
i bought a protector for my key pad and it works great :),"[('works', None)]"
it seems they could have updated xp and done without creating vista.,"[('xp', None)]"
"it is easy to use, fast and has great graphics for the money.","[('use', None), ('graphics', None), ('money', None)]"
i like how the mac os is so simple and easy to use.,"[('mac os', None)]"
"while apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.","[('support', None), ('products', None), ('premium', None)]"
i have had laptops in the past and i thought why not give these small netbooks a try.,"[('netbooks', None), ('try', None)]"
only good thing is the graphics quality.,"[('graphics quality', None)]"
"i love the 15"" macbook pro.","[('15"" macbook', None)]"
breaks easily.,"[('breaks', None)]"
the paint wears off easily due to the keyboard being farther back than usual.,"[('paint', None), ('keyboard', None)]"
"that's right, no power, absolutely nothing.","[('power', None)]"
i had purchased it from a major electronics store and took it to their service department to find out what the problem was.,"[('service', None), ('electronics store', None)]"
the store honored their warrenty and made the comment that they don't even recommend the hp brand because of the problems with their warrentys.,"[('hp brand', None)]"
"they sent out the box right away for me to send in my computer, they paid postage and whatnot, but when i got my computer back it still wasn't running right, and now my cd drive wasn't reading anything!","[('cd drive', None), ('computer', None)]"
i bought this laptop was the worst laptop i've ever bought.,"[('laptop', None)]"
but the screen size is not that bad for email and web browsing.,"[('screen size', None), ('web browsing', None), ('email', None)]"
this computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,"[('computer', None), ('games', None)]"
"obviously one of the most important features of any computer is the ""human interface.","[('features', None), ('human interface', None), ('computer', None)]"
the body is a bit cheaply made so it will be interesting to see how long it holds up.,"[('body', None)]"
the i5 blows my desktop out of the water when it comes to rendering videos.,"[('i5', None)]"
for the use it was purchased for it is a good laptop.,"[('laptop', None), ('use', None)]"
"am very glad i bought it, great netbook, low price.","[('netbook', None), ('price', None)]"
"obviously, this macbook is p-e-r-f-e-c-t for me because it does exactly what i need in an easy-to-function way.","[('function', None), ('macbook', None)]"
worth the investment and truly a fine piece of equipment.,"[('investment', None), ('piece of equipment', None)]"
the apple team also assists you very nicely when choosing which computer is right for you :),"[('apple team', None), ('computer', None)]"
summary: dont buy hp.,"[('hp', None), ('summary', None)]"
the video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.,"[('video chat', None), ('thing', None), ('im', None), ('version', None)]"
you'll need to upgrade and pay a little more for them.,"[('upgrade', None), ('pay', None)]"
it is hard to fix and makes it a hassle to own one.,"[('fix', None)]"
"macs are designed for the ""frontal lobe challenged"" people out there.","[('macs', None), ('lobe', None)]"
"fan vents to the side, so no cooling pad needed, great feature!","[('feature', None), ('fan vents', None), ('cooling pad', None)]"
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.","[('use', None), ('software', None), ('way', None), ('mac', None), ('viruses', None), ('things', None)]"
wasted me at least 8 hours of installation time.,"[('installation time', None)]"
"it has far exceeded my expectations for power, storage, and abilitiy.","[('storage', None), ('abilitiy', None), ('power', None)]"
"a great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.","[('feature', None), ('documents', None)]"
my wireless system would not recognize windows 7 and i couldn't get online to find out why.,"[('windows 7', None), ('system', None)]"
i am enjoying it and the quality it provides is great!,"[('quality', None)]"
it is the worst laptop ever,"[('laptop', None)]"
"i'm not going to lie, i've never really liked the acer brand in general.","[('acer brand', None)]"
"the os is also very user friendly, even for those that switch from a pc, with a little practice you can take full advantage of this os!","[('os', None), ('practice', None)]"
"itunes is a handy music-management program, and it is essential for anyone with an ipod.","[('ipod', None), ('itunes', None), ('management program', None)]"
"while it was barely a bargin in the begining, i would never purchase another dell and would not recomend the dell brand to others.","[('dell brand', None)]"
great product.,"[('product', None)]"
mac is not made for gaming.,"[('mac', None)]"
"well i spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 dvd.","[('battery', None), ('model', None), ('dvd', None)]"
by this time i was regretting ever seeing this machine on the shelf!,"[('machine', None)]"
"toshiba is a great brand, even though i haven't had it for a long time, i am very happy with it!","[('toshiba', None), ('time', None), ('brand', None)]"
i need graphic power to run my adobe creative apps efficiently.,"[('adobe', None), ('apps', None), ('power', None)]"
so when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,"[('hunk of metal', None)]"
it does not even have the software to play a dvd now.,"[('software', None), ('dvd', None)]"
my brother is a computer wiz and would laugh at me because he used an apple.,"[('wiz', None)]"
how does the power supply not work!!!,"[('power supply', None)]"
sells for the same as a netbook without sacrificing size.,"[('size', None), ('netbook', None)]"
i'll rather be out of date then spend more money on toshiba.,"[('toshiba', None), ('money', None)]"
"windows xp sp2 caused many problems on the computer, so i had to remove it.","[('windows xp sp2', None), ('computer', None)]"
"i reloaded with windows 7 ultimate, and the bluetooth and fingerprint reader (software) would not load.","[('windows 7', None), ('software', None)]"
none of the techs at hp knew what they were doing.,"[('techs', None)]"
"oh, it is such a great piece of equipment.","[('piece of equipment', None)]"
"this is my second one and the same problem, bad video card unreliable overall, this will be my second time returning this laptop back to best buy.","[('video card', None), ('time', None), ('one', None), ('buy', None)]"
"with awesome graphics and assuring security, it's perfect!","[('security', None), ('graphics', None)]"
"laptop was in new condition and operational, but for the audio problem when 1st sent for repair.","[('audio problem', None), ('condition', None), ('laptop', None)]"
i was disappointed when i realized that the keyboard doesn't light up on this model.,"[('keyboard', None), ('model', None)]"
this machine was a horrible experience.,"[('machine', None), ('experience', None)]"
it runs perfectly.,"[('runs', None)]"
the laptop was very easy to set up.,"[('set up', None), ('laptop', None)]"
sometimes the screen even goes black on this computer.,"[('screen', None)]"
i recommend for word processing and internet users.,"[('internet users', None), ('word processing', None)]"
since i've had this computer i've only used the trackpad because it is so nice and smooth.,"[('trackpad', None)]"
a longer battery life would have been great - but it meets it's spec quite easily.,"[('battery life', None)]"
"who couldn't love a dvd burner, 80-gigabyte hd, and fairly new graphics chip? as i soon discovered, though, there is a reason for which similarly-configured sony and toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.","[('toshiba machines', None), ('reason', None), ('dvd burner', None), ('sony', None), ('graphics chip', None), ('gigabyte hd', None)]"
"mac computers automatically ""defrag"" each time you start your computer.","[('mac computers', None)]"
the salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,"[('software problems', None), ('salesman', None)]"
that system is fixed.,"[('system', None)]"
"the computer itself was fast, ran smoothly, and had no problems.","[('run', None), ('computer', None)]"
like the price and operation.,"[('price', None), ('operation', None)]"
the brand is tarnished in my heart.,"[('brand', None)]"
"this is likely due to poor grounding and isolation between the components, and i'm hoping that it can be fixed with a ground loop isolator, but i still expected better product quality for this price range.","[('grounding', None), ('isolation', None), ('product quality', None)]"
i 'have had it for about a 1 1/2 and yes i have had an issue with it one month out of warranty.,"[('warranty', None)]"
"don't get me wrong, i am no microsoft hater, i've just managed to turn into a much bigger apple fan because of this machine.","[('microsoft', None), ('apple fan', None)]"
hp refused to give me a new one and wal mart refused to take it back.,"[('hp', None), ('wal mart', None), ('one', None)]"
maximum sound isn't nearly as loud as it should be.,"[('maximum sound', None)]"
i loaded windows 7 via bootcamp and it works flawlessly!,"[('windows 7', None)]"
"great laptop for the price, works well with action pack games.","[('works', None), ('laptop', None), ('price', None)]"
"although the price is higher then dell laptops, the macbooks are worth the dough.","[('dell laptops', None), ('price', None), ('dough', None), ('macbooks', None)]"
i would recomend this acer to parents and grandparents it can really help them in school.,"[('acer', None), ('grandparents', None), ('school', None)]"
i would not recommend this to anyone wanting a notebook expecting the performance of a desktop it does not meet the expectations.,"[('performance', None), ('notebook', None), ('expectations', None)]"
"the macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","[('twin packing', None), ('functions', None)]"
i hate the display screen and i have done everything i could do the change it.,"[('display screen', None), ('change', None)]"
i spent alot of money on this product and its been a nightmare.,"[('product', None), ('money', None)]"
i also like the acer arcade but these were reallythe only two things i liked about this laptop.,"[('acer arcade', None)]"
"have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of pc in my opinion.","[('customer support', None), ('pc', None)]"
"i gave it to my daughter because i just hated the screen, hated that it had no cd drive to at least play cd's when i wanted to listen to music and do schoolwork.","[('cd drive', None), ('music', None)]"
it runs very quiet too which is a plus.,"[('runs', None)]"
but it has a major design flaw.,"[('design flaw', None)]"
"it was heavy,bulky, and hard to carry because of the size.","[('weight', None), ('carry', None), ('size', None)]"
that was my first apple product and since then i have been incredibly happy with every product of theirs i have bought.,"[('product', None)]"
"it is super fast, and always loads.","[('loads', None)]"
the games included are very good games.,"[('games', None)]"
"this computer will last you at least 7 years, thats an amazing life spanned an electronic.","[('life spanned computer', None)]"
i had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,"[('working order', None), ('warranty', None)]"
it's super fast and a great value for the price!,"[('value', None), ('price', None)]"
a mac is very easy to use and it simply makes sense.,"[('mac', None), ('use', None)]"
"of course, emachines cannot be made entirely to blame for this computer's woes;","[('emachines', None), ('woes', None)]"
it is so much easier to use,"[('use', None)]"
meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,"[('fits', None)]"
"the apple will run internet explorer, but at an amazingly slow rate.","[('internet explorer', None), ('apple', None)]"
"the computer is so slow, even after paying staples the extra money to speed it up.","[('computer', None), ('money', None), ('staples', None)]"
"the price premium is a little much, but when you start looking at the features it is worth the added cash.","[('features', None), ('price premium', None), ('cash', None)]"
*5 weeks after giving the computer for repair*-apple offers to send replacement after they receive the old computer.,"[('repair', None), ('apple offers', None), ('replacement', None)]"
i can't say enough of how satisfied i am with their product and help aftermarket.,"[('help', None), ('product', None)]"
my computer was one of the best in the school compared to my fellow classmates.,"[('computer', None)]"
compresses itself and you can't use it.,"[('compresses itself', None)]"
microsoft word was not on it andi had to buy it seperately.,"[('microsoft word', None), ('andi', None)]"
"my toshiba did not have sound on everything, just certain things.","[('toshiba', None), ('sound', None), ('things', None)]"
"i am overall very pleased with my toshiba satellite, i like the extra features, i love the windows 7 home premium.","[('windows 7', None), ('toshiba satellite', None), ('features', None)]"
the battery life was shorter than expected.,"[('battery life', None)]"
the keyboard is top notch.,"[('keyboard', None), ('notch', None)]"
do you think the shop will give me a new set?? it will not!,"[('set', None), ('shop', None)]"
the online tutorial videos make it super easy to learn if you have always used a pc.,"[('online tutorial videos', None)]"
bought this gateway m-50 or 150 early 2007.,"[('m-50', None)]"
"the image is great, and the soud is excelent.","[('soud', None), ('image', None)]"
with a mac computer i have more free time as i don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,"[('windows', None), ('time', None), ('mac computer', None)]"
it was very easy to just pick up and use-- it did not take long to get used to the mac os.,"[('use', None)]"
"this netbook is a perfect supplementary computer to another laptop or desktop (my wife and i have another laptop), or if you are a user who uses the computer for simple tasks.","[('netbook', None), ('computer', None), ('laptop', None), ('desktop', None), ('tasks', None), ('user', None)]"
"with all the goodies inside this machine, it is a value.","[('value', None)]"
