text,labs
"prior to this computer, i owned a powerbook g4 for 6 years (quite a long time for a laptop).","[('time', None)]"
"this is the first laptop i've owned, althougth i used several at my previous job.","[('job', None), ('laptop', None)]"
"i do find that my macbook has a lot more bells and whistles than a normal pc especially if you enjoy technology, downloading pictures and graphic design.","[('design', None), ('pictures', None), ('pc', None)]"
one of the smartest thing i did was take my time to compare laptops before making my purchase.,"[('time', None), ('laptops', None)]"
laptop is to be used like a netbook.,[]
love that it doesn't take up space like a regular computer.,"[('computer', None), ('space', None)]"
"i took the laptop home and not even a month later, i began to have problems with it.",[]
"so far, it's an average laptop - no better, no worse than the hp i replaced.",[]
the only pro to this computer is it was under $600!,"[('pro', None)]"
i came from the dell laptops and now i am so glad i switched when i needed a new laptop.,"[('laptop', None)]"
i was happy with my purchase of a toshiba satellite l305d-s5934 laptop until it came time to have it repaired under the toshiba warranty.,"[('purchase', None)]"
"i love the 15"" macbook pro.",[]
"my last computer, a toshiba, cost only $400, and worked like a charm for many years.","[('years', None), ('computer', None), ('cost', None)]"
i was tired of going without my laptop every few weeks.,"[('weeks', None)]"
"i've saved a lot of time and headaches so far, using my new macbook pro.","[('macbook pro', None)]"
i would totally recommend any other laptop over this pile of grabage.,"[('laptop', None)]"
my first laptop was an acer that i got for christmas.,"[('laptop', None)]"
"if you need an affordable, entry-level laptop, this will fit the bill.","[('level laptop', None)]"
i had left my regular laptop at home and needed something to use while out of town .,"[('town', None), ('laptop', None)]"
"i enjoy very much my new toshiba, purchased specifially for attending online schooling.","[('toshiba', None), ('schooling', None)]"
i also own an hp notebook and it doesn't even come close.,[]
"great os, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.","[('os', None), ('line', None)]"
i was so happy with my new mac.,"[('mac', None)]"
the apple mc371ll/a 2.4ghz 15.4-inch macbook pro notebook is a horrible waste of money.,"[('notebook', None), ('money', None)]"
i visited the apple store and was impressed with the 17-inch macbook pro.,"[('inch macbook pro', None)]"
i purchased this laptop 9 months ago!,[]
i have had the luxury (sarcasm) of owning 2 of these laptops.,[]
i'm now trying to decide on another dell model.,"[('another dell model', None)]"
best buy laughed when i told them they should replace it instead of expecting me to be without a computer again for another couple of weeks.,[]
"when i got this laptop in 2007 to help me with school, i had a hard time from beginning.","[('time', None), ('school', None)]"
"waited on getting this computer, but it has been a great change.","[('change', None)]"
"waited on getting this computer, but it has been a great change.","[('change', None)]"
i saved for this laptop for 3 months and i can tell you personally it was worth the wait.,[]
that whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,"[('experience', None)]"
i got tired of buying laptops and having them stop working after a year.,"[('laptops', None)]"
my macbook was worth (after 3 years of use!) $375.,"[('years', None), ('macbook', None)]"
i wanted to spend around $700 to $800 so i was directed to a nice looking hp laptop.,"[('hp laptop', None)]"
they claim that i should be happy because i am getting a new laptop to replace my two-month old laptop.,"[('laptop', None)]"
"the notebook pc,toshiba qosmio is the best gift my father could have ever gotten me.",[]
its been a year and am still waiting to see what there going to do about my laptop.,"[('laptop', None)]"
both my husband and i have this model toshiba.,[]
it out performs any other laptop on the market today.,"[('laptop', None)]"
"if you can afford a new laptop, and are in the market for one, of course, then definitely go for this.","[('laptop', None)]"
"i let my friend borrow it, and she knows nothing about computers, and she used it with ease.","[('friend', None)]"
the 17 in macbook pro has been a wonderful addition.,"[('addition', None)]"
"hp pavilion dv9000 notebook pc when i first got this computer, it really rocked.",[]
"anyone who is considering buying an acer computer of any sort, i seriously suggest you look into buying a different brand.","[('brand', None)]"
"i have had at least eight toshiba laptops, and they have been outstanding, including this one.",[]
i got my macbook pro because i wanted to do all the stuff i need to do without worrying about the system quitting on me or freezing for a few minutes.,"[('minutes', None), ('macbook', None)]"
"while it was barely a bargin in the begining, i would never purchase another dell and would not recomend the dell brand to others.","[('others', None), ('another dell', None)]"
so not having my laptop was discouraging.,[]
i bought my first macbook after seeing the product demonstrated.,"[('macbook', None)]"
do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,"[('harddrives', None)]"
i returned the computer to hp and they kept it for 3 months.,[]
good for every day computing and web browsing.,"[('every day', None)]"
i'm very disappointed in dell.,"[('dell', None)]"
"-stay away from apple, or hope you laptop does not break down.","[('apple', None)]"
i also like the acer arcade but these were reallythe only two things i liked about this laptop.,[]
i will never buy another computer from dell ever again do to how awful it worked and how i was treated by the company.,"[('another computer', None), ('dell', None)]"
think i would spend little extra to get a better made laptop.,"[('laptop', None)]"
the love part of my relationship with this laptop doesn't take very long.,"[('relationship', None)]"
i am sorry that i purchased this laptop.,[]
i will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when i do so i don't run accross a situation like this again!,"[('laptop', None)]"
have returned that laptop unused.,"[('laptop', None)]"
we'll save our money to replace it with a mac again!,"[('money', None)]"
"i spent 2200 dollars on a ""top of the line laptop"".",[]
"update: two years after buying this laptop, i am now the proud owner of a lemon.",[]
i have had my macbook for almost 6 months and can honestly say that i will never buy another computer if it is not a mac.,"[('another computer', None)]"
much faster than my old windows laptop that died on me.,"[('windows laptop', None)]"
"i would recommend mac, and do, to anyone looking to buy a new computer.","[('mac', None), ('computer', None)]"
i bought this laptop the moment unibody product came to the market.,"[('product', None)]"
i just bought this laptop 3 days ago.,[]
"while i mostly use it for email, internet and gaming, i'm confident all other applications live up to the high standard i've come to appreciate from mac laptops.","[('standard', None), ('applications', None), ('mac laptops', None)]"
i'm having the laptop returned unrepaired since paying $176 every 3 months just isn't worth it (that's about how long the port seems to last).,[]
i was very excited because this was my first personal computer and i was purchasing it with my own money i had recieved from graduation presents.,"[('money', None)]"
"thank god for ""ctrl z""bottom line, i've been using laptops since the mid 90s and probably the majority of brands out there.","[('90s', None), ('brands', None), ('line', None)]"
i previously owned a toshiba and it only lasted about 2 years.,[]
this is the third macbook pro in our family.,"[('family', None), ('macbook pro', None)]"
"don't waste their money, save it and but a mac.","[('money', None)]"
i have had my dell latitude for almost three years.,[]
now am very aprehensive about toshiba laptops.,"[('toshiba laptops', None)]"
i investigated netbooks and saw the toshiba nb305-n410bl.,[]
my husband got me this for chrismas after getting me a very expensve laptop that did not work after 2 days.,"[('days', None), ('laptop', None)]"
you will regret it if you buy any dell.,[]
i'm glad i made the choice to switch and buy this mac.,[]
if you find yourself in the market for a new laptop (and have the money) don't exclude looking at the mbps.,"[('laptop', None)]"
it is truly a desktop replacement.,[]
i got the black macbook two years ago and have never regretted it.,"[('macbook', None)]"
i purchased this netbook after my original toshiba laptop crashed right after the warranty expired.,"[('toshiba laptop', None)]"
"as a die-hard windows enthusiast, i shunned the idea of a mac until this point.","[('windows enthusiast', None)]"
mac is extremely different than any other laptop.,"[('mac', None), ('laptop', None)]"
consumer report recommended toshiba.,[]
"i practically have a new laptop with all the ""fixes"" they have done!","[('fixes', None), ('laptop', None)]"
but i needed a laptop for school use.,[]
"never any doubt i would get a macbook, just wasn't sure which one.",[]
this is my first computer purchase,"[('computer purchase', None)]"
"it was slow, locked up, and also had hardware replaced after only 2 months!",[]
i've had my macbook pro since august 2009.,"[('macbook', None)]"
it's a great prodcut to handle basic computing needs.,"[('prodcut', None), ('computing needs', None)]"
i tell everyone i see out looking to get this or another toshiba.,[]
"i initially purchased my macbook pro 13"" in april, and i loved it.",[]
"if anything, i would only suggest using one of these laptops if only you have to.",[]
"so, owing to these problems, i went out and got myself an apple macbook pro, which i am using with great satisfaction at this very moment.","[('satisfaction', None), ('moment', None)]"
i paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,[]
i purchased this laptop while on a business trip to keep up with my email.,"[('email', None)]"
and i would recommend this to anypne looking for a new laptop.,"[('laptop', None)]"
"i can actually get work done with this mac, and not fight with it like my tired old pc laptop.","[('pc laptop', None)]"
i consider myself an average user and this computer serves my need.,"[('user', None)]"
"my laptop cost approximately $2,300 and died after only 2-years, 10-months and 18-days of use.",[]
dell is a decently made pc.,"[('pc', None)]"
this is not a serious gaming laptop or a serious media machine;,"[('media machine', None), ('gaming laptop', None)]"
dell sucks,[]
on the bright side at least i wasn't without my laptop for long this time!,"[('side', None)]"
we purchase the dell xps several years ago for my home business.,"[('years', None)]"
i returned the 2nd laptop for a full refund.,"[('laptop', None)]"
no more lenovo for me.,[]
as an owner of a toshiba satalite laptop computer things you should know before you buy.,[]
i previously owned an hp desktop and a dell laptop.,[]
i bought this laptop so that the entire family had a computer in the living room;,"[('family', None)]"
we both recently got new laptops.,"[('laptops', None)]"
at first it's like you're in that honeymoon stage with your laptop.,[]
seriously considering a larger laptop to replace the dell,[]
it is her first laptop and she is thrilled.,"[('laptop', None)]"
"i fine apple mc373ll/a 2.66ghz 15"" macboook pro notebook meets all my needs for a laptop computer when on the go.","[('notebook', None)]"
"this is the first time that i tried and owning a netbook although i have used 3 different laptops in the past 10 years, i find not much difference except of course for the screen size.","[('time', None), ('difference', None), ('laptops', None), ('years', None), ('course', None)]"
i dont understand why i spent twice as much to get a laptop rather than a desktop when my lap top is completely immoble.,"[('lap top', None)]"
i took 3-4 years researching brands and prices of laptops.,[]
"we were occasional mac users before, but most recently owned a budget pc since it is what we could afford.","[('mac users', None)]"
i am forever changed and will no longer buy a windows based machine for personal use.,"[('use', None)]"
i'v spent as much for shipping as i would to buy a new netbook -- of course a different brand.,"[('shipping', None), ('brand', None), ('netbook', None)]"
i had this computer for one month and had to send it in for repair.,"[('repair', None)]"
i am stuck with a laptop that i cannot do very much with.,[]
i've also had to have the keyboard replaced at my expense.,[]
"before we got this laptop, had a compaq pasaro for 5 years with no problems.",[]
i have used a computer at work but having your own personal laptop is awsome!,"[('laptop', None)]"
i could not handle it one hand like i can the replacement computer i purchased.,[]
the os takes some getting used to especially after being a windows user for so long but the learning curve is so worth it!,[]
"have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of pc in my opinion.","[('pc', None)]"
i had never owned a mac before;,[]
"i had a macbook notebook, and it had absolutely no protection from viruses, spyware, malware, etc.","[('spyware', None), ('viruses', None), ('malware', None)]"
"the hewitt packard pavillion dv6700 was my first laptop, before this i had a dell desktop that i loved.","[('laptop', None)]"
"please, anyone who is considering getting this computer, stop.",[]
i bought this notebook and only had it for 3 months if it is overload with updates the boot mgr.,[]
"after doing cad work all day at work, using a higher end pc, i couldn't come home and settle for the use of a lower end computer.",[]
it turned out it's not really a problem to have a mac.,[]
my last laptop gave me a constant battle even though it was also completely new.,"[('battle', None), ('laptop', None)]"
but reasons we chose this apple computer.,[]
i'm going back to dell.,"[('dell', None)]"
really no problems with the hand me down computers i received from my children.,[]
my laptop is almost 2yrs old and i have never had any problems with it.,"[('laptop', None)]"
remember to do your research first before consider buying a toshiba product.,"[('research', None)]"
"i saw walmart had the same computer for about $650 but still knowing what i know now,i would not buy it at that price.","[('computer', None)]"
", which apple doesn't offer, is why i bought my macbook at best buy.","[('apple', None)]"
i decided i wanted a laptop so i went into the bby store.,[]
i bought my macbook a few months ago and it has been my baby ever since.,"[('months', None)]"
not to mention the fact that your mac comes fully loaded with all necessary basic programs.,"[('programs', None)]"
"the flaws are, this computer is not for computer gamers because of the os x.",[]
i purchased two laptops (for my husband and 16 year old daughter).,"[('daughter', None), ('husband', None)]"
"by week two, my laptop had overheated and was completely dead even though i did not use it too much.",[]
this is what a laptop is supposed to be.,[]
best buy ended up junking the computer and giving me a replacement computer.,[]
this is my second macbook.,"[('macbook', None)]"
so buyer beware when buying toshiba,"[('buyer', None)]"
"it has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.","[('gaming', None), ('use', None)]"
"i use my friends and family's $2000 laptops and they are fast and reliable and hp, well, i'll never buy or recommend an hp to anyone!","[('anyone', None)]"
i was given a mac as a birthday present and couldn't be happier with it 3 years later.,[]
"if you don't like fingerprints, this might not be the laptop for you.","[('fingerprints', None)]"
"instead of taking another chance on toshiba, i went with an asus g73jh-x3.",[]
i now realize that my $900 would have been better spent on a windows laptop.,[]
i just recently had to ship my laptop back to hp for repair.,"[('hp', None), ('repair', None), ('laptop', None)]"
"if what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",[]
most laptops and notebooks are difficult to key on.,"[('notebooks', None), ('laptops', None)]"
i feel that enough people have macs these days and that companies need to start making things more compatable than they used to be.,"[('things', None), ('companies', None), ('people', None)]"
and dell and best buy both refused to take it back after i only had it for 1 hour....,"[('dell', None)]"
it is extremely user friendly and intuitive.,[]
"after years of occasionally pulling my hair out fighting computer viruses, a good friend convinced me it was time to go the apple route.","[('friend', None)]"
"my husband uses it mostly for games, email and music.","[('husband', None)]"
i bought this laptop about a month ago to replace my compaq laptop.,[]
my wife recently purchased an apple macbook pro and our granddaughter fell in love with it and asked for one for her birthday.,"[('wife', None)]"
if this computer every breaks down on me i will most definatly get the same one again.,[]
so i would not reccomend anyone buying this computer,"[('anyone', None)]"
i really wanted a mac over a pc because i used a mac in high school.,"[('school', None)]"
i was so excited to receive the toshiba l455 as a gift/bonus for some work i had done for a friend of mine!,[]
i had the bulk of problems with my lap top within the first six months.,"[('months', None)]"
i went right out and purchased another laptop.,[]
see when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,"[('stuff', None), ('trials', None), ('operating system', None)]"
do not purchase this laptop.,[]
"although i opted for the lowest end macbook pro, this thing holds its own.",[]
"before i got my macbook, i owned a dell laptop.",[]
i especially appreciate the fact that it has almost zero viruses and spyware problems!,[]
we purchased this as a back up computer after our more expensive hp needed to be repaired.,"[('computer', None), ('hp', None)]"
i'm all for saving money but dell needs to step it up.,[]
"only issue is that it is a little slow, and i'm fixing that by adding more ram.",[]
"i am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.","[('stuff', None)]"
) i also tried the touch pad and compared it to other netbooks in the store.,"[('netbooks', None)]"
"the only thing i wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.","[('16', None), ('thing', None)]"
"bought the first asus laptop in san francisco, returned it in santa maria, thinking it was just a problem with that computer.","[('asus laptop', None)]"
was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba? probably not ever again.,"[('another products', None)]"
"you might think, i am new in this game, but i am a gadget lover, and have had more than 2 dozens laptops in the past 15 years, and none gets this hot, that fast.","[('years', None), ('none', None)]"
")only to get another ""hp/compaq"" piece of crap.","[('piece', None)]"
"apple and quess what, you have to send the whole laptop in, too bad, so sad","[('laptop', None)]"
"if you are a person like me, more on the creative side, the mac has something for you too.","[('side', None)]"
i would not recommend the purchase of this modle of toshiba computer or any toshiba product for that matter.,[]
"i couldn't afford a new mac, so i bought a pc instead.","[('mac', None)]"
this was the second computer and brand bought that day.,"[('computer', None), ('brand', None)]"
well i got this computer from best buy and i have had nothing but problems i bought the computer with a virus.....,[]
"as usual at customer service center, she asked me to hold for a moment while she went to the back-office and compare it with other same model netbooks and discussed it with her colleague (i could see them).","[('customer service center', None), ('model netbooks', None)]"
i'm so glad i purchased a mac and not another pc!!!,[]
ive owned apple computers and laptops for as long as i could remember.,[]
"maybe it's acer, maybe it's msft.",[]
"as with any laptop not purchased with software options, it comes with a lot of what i consider useless applications.","[('applications', None)]"
they ended up keeping my computer for almost 3 months!,[]
first i have been searching for long time before i decided to get mac.,"[('time', None), ('mac', None)]"
"i honestly love my mac, thats why i am a self proclaimed mac addict.",[]
i got this laptop on black friday.,"[('friday', None)]"
my mac is much more efficient than a pc so it does not need the extra bells and whistles to compete.,"[('mac', None), ('bells', None), ('whistles', None)]"
i would never buy a dell again.,[]
i have recently converted back to a mac and i couldn't be happier!,[]
i love it and will probably get another one when this goes to the laptop in the sky!!,"[('another one', None)]"
"until i bought the dell, i thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.","[('deal', None)]"
i should have spent an extra hundred bucks and got a full sized computer.,"[('bucks', None), ('computer', None)]"
"i needed a new computer for graduate school (had never owned a laptop before), and the only reason i didn't purchase a mac was because my school's website strongly recommended students purchase pcs.","[('computer', None), ('graduate school', None), ('reason', None), ('website', None), ('pcs', None)]"
"if i had to buy another computer, i would most definetly buy an acer one computer.","[('another computer', None)]"
it had most of the features and all of the power that i wanted to replace my desktop machine.,"[('desktop machine', None)]"
then 2 of my nephews were going into music and both fell in love with the macbook pro.,[]
i my wife is also now the proud owner of a macbook as well!,"[('wife', None)]"
"i claim that this has no value to me, the laptop was new anyway.",[]
"this is an over-sized, 18-inch laptop.","[('inch laptop', None)]"
"accordingly, i have decided to never purchase another hp product (my five year old compaq) lasted 5-years before the hard drive crashed.","[('drive', None), ('compaq', None)]"
they have more problems then a 1980's computer.,[]
my husband purchased a laptop at the same time for about $300 less (he got a pc).,"[('time', None)]"
i found this laptop on sale for under 6000 at best buy which was a great deal!,"[('deal', None)]"
"so? how can you solve it? c'mon, i just bought the netbook 2 weeks ago.",[]
i paid $800 for this computer from my school campus bookstore.,[]
this is my first personal satellite purchase but had very good experience through previous satellite work issued laptops.,"[('satellite work', None), ('experience', None), ('satellite purchase', None)]"
i went to my local best buy looking for a new laptop since mine broke.,"[('laptop', None)]"
"i upgraded it's ram to 2gb, i am very happy with it.",[]
"first of all, i've been dell fan for more than fifteen years.",[]
and it comes with the new osx that comes with new features that makes the use more easy.,"[('osx', None), ('features', None)]"
"so, after apple replaced the hard drive i enjoyed another 4 months of my new computer, until it froze this morning--completely.","[('computer', None), ('drive', None)]"
i was looking for a mac which is portable and has all the features that i was looking for.,[]
"the final cut pro on this laptop is so fast and easy, and i can use this to seemlessly transfer all my work to my home computer, which is also a mac.","[('home computer', None), ('cut pro', None)]"
this a starter notebook.,[]
this is my 3rd apple laptop and first macbook pro.,"[('apple laptop', None), ('macbook pro', None)]"
"its pretty fast and does not have hiccups while i am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.","[('hiccups', None)]"
after the bad experience with this computer went back to compaq.,"[('experience', None), ('compaq', None)]"
i now travel with this laptop and my work pc.,[]
"you know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.","[('aggrevation', None)]"
"sony, acer, dell, packard bell and toshiba.",[]
i also love having the extra calculator number set up on the keyboard which most laptops do not have.,"[('calculator number', None), ('laptops', None)]"
"one more tip, please purchase this model and get a 4gb stick of ram to save you $10","[('tip', None)]"
"all in all, a very disappointing experience except that i learned how good the geek squad is and also customer service.","[('experience', None), ('customer service', None)]"
"after talking it over with the very knowledgeable sales associate, i chose the macbook pro over the white macbook.","[('sales associate', None)]"
if you are looking for a netbook pc do not buy from asus!!!,"[('asus', None)]"
i was so excited when my dad said i could get a new laptop for my birthday.,"[('birthday', None), ('laptop', None)]"
i sent it back to toshiba twice they covered it under the warranty.,"[('toshiba', None)]"
"and at one point, they blame me for installing a bad memory stick when i upgrade my memory for the first time during my purchase of the laptop (i bought the memory stick they recomended).","[('time', None), ('memory stick', None)]"
despite the claims of the apple apologists (a vice of which i am recently myself reformed) the internals of mac laptops are no different from pcs' at this point.,"[('pcs', None), ('mac laptops', None)]"
i had the computer for a full year and it was a new computer.,"[('year', None)]"
"bought from wal-mart, i believe that this laptop was a repaired item.",[]
i fell in love with the hp pavillion and that was my replacement and now i could not imagine going back to an acer at all.,[]
i purchased it this year when my old hp laptop finally died and i was looking for something smaller and lighter than a laptop to carry around for classes and traveling.,"[('hp laptop', None), ('classes', None)]"
although its windows vista compared to windows xp sucks.,[]
in short i would never buy a compaq again.,[]
i simply got tired of a bad computer like windows with its constant freezing and anti-virus.,"[('computer', None)]"
so if anyones looking to buy a computer or laptop you should stay far far away from any that have the name toshiba on it...,"[('anyones', None)]"
and finally i realized that mac is the best.,[]
i paid about the same for my toshiba as i did for the compaq a few years back.,"[('years', None), ('toshiba', None)]"
bought notebook 07/2009.,[]
"if you really want a bang-up system and don't need to run windows applications, go with an apple;","[('windows applications', None)]"
i got a mac as my hs graduation gift.,[]
"looking to take my video and photo editing to the next level, i decided to purchase the mbp 15in intel core i5 after reading consumer reviews as well as professional reviews of this laptop.","[('photo editing', None), ('video', None), ('consumer reviews', None), ('level', None)]"
our apple 13.3 macbook pro notebook computer (z0j80001) notebook and has become such an integral part of completing our daily needs and social networking.,"[('needs', None), ('part', None), ('networking', None), ('notebook computer', None)]"
i sit down and use my husband's work pc and i don't like it one bit.,"[('bit', None), ('pc', None)]"
"i waited another month for approval and for them to ""build"" me a new laptop.","[('laptop', None)]"
got the computer back a month later and it was still broken sent it out again and they repaired it.,[]
-they lost my laptop for a month,[]
keyboard good sized and wasy to use.,"[('keyboard', None)]"
it allows me to do everything i need from a computer and more.,"[('everything', None)]"
"by the time i was finally able to get a work order to get it fixed i had been without my computer for almost a week while i was an online college student, so it was very inconvenient and i had to send it off and be without it while it was being fixed also.","[('college student', None)]"
the only thing i wish is the 15 inch macbook pro has much better speakers on the side of the keyboard.,"[('inch macbook pro', None), ('thing', None), ('speakers', None)]"
save your money and go for a better device.,"[('device', None), ('money', None)]"
i love how easy every thing is to do on my apple products.,"[('apple products', None), ('every thing', None)]"
the advantages of owning 'a 'mac are numerous.,[]
i've always used pc's for work home and this is my first experience with a mac.,"[('experience', None)]"
this is my second mac book pro.,"[('mac book pro', None)]"
"bigger hd, better graphics card, and a bid hd.",[]
it is everything that i would want in a computer.,[]
i will stack it up against laptops that cost twice as much any day.,"[('laptops', None)]"
"i mainly use it for email, internet, and managing personal files (pics, vids, etc.).","[('internet', None), ('email', None), ('files', None)]"
my sister is the electronics manager at wal mart and she says that hp is the best.,[]
"i will never buy (refurbished) again, i don't cae how cheap it is.",[]
my next laptop will also be a mac!,"[('laptop', None)]"
"called acer many times, they want me to pay the shipping to ship it to their repair center - i was very disappointed since it is a brand new computer!","[('repair center', None), ('times', None)]"
i still see the benefits of a pc when i do not know how to do something on my mac.,"[('mac', None), ('something', None)]"
i'll stick to tashiba.,"[('tashiba', None)]"
he gave me this pc about 3 years ago and up to this point im still sitting here using it.,[]
"it has far exceeded my expectations for power, storage, and abilitiy.",[]
"posted nov 8, 2010 - two weeks ago i bought this notebook.",[]
"all the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",[]
if you have the money i suggest going for the i7.,[]
i am now frustrated that i still have to use my work issued windows laptop!,[]
i now own another hewlitt packard.,[]
i also experience the same with my macbook air.,[]
i can guarantee this will be the last dell i will ever purchase!,[]
"other thoughts: i love newegg, i recommend them to the world however this is just unacceptable.","[('thoughts', None)]"
i called toshiba and they want me to be without my laptop for about two weeks while they look at the problem.,[]
"buy this if you like being tortured, teased, frustrated and wasting twice as much time as you spent using your old mac.","[('time', None), ('mac', None)]"
") i also purchased applecare for $300, which is a three year extended warranty, since i ve never seen any laptop that lasted more than two.",[]
it has had some problems.,[]
best buy was great as always and accepted the return and gave me another model 1764.,"[('buy', None)]"
"we carry the netbook around here and there, hence it's kinda of irritating when the lcd just ""slide"" downwards.",[]
"in those three years, i've had a couple of minor problems and both were resolved by apple quickly and easily.",[]
this is one of the reasons i purchased it.,[]
i will only buy apple laptops from now on.,"[('apple laptops', None)]"
it was a huge monstrosity of a laptop!,[]
problem fixed which is great but there went another two weeks without my laptop at school.,[]
"i have had another mac, but it got slow due to an older operating system.",[]
i'll rather be out of date then spend more money on toshiba.,"[('toshiba', None), ('money', None)]"
i just can't fathom that the celebrated dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.,"[('employees', None), ('students', None), ('laptops', None), ('products', None), ('environment', None), ('competition', None), ('dell', None)]"
after about another month i had to send it in again to acer for repairs.,"[('repairs', None), ('acer', None)]"
it turns out that this hp pc had been preciously sold by wal mart.,[]
"in the past few years, i've had terrible experiences with hp.","[('years', None), ('experiences', None), ('hp', None)]"
i would definitely not go back to using a pc after using the mac.,[]
i will never buy another hp computer.,"[('another hp computer', None)]"
"i have never had any issues or problems with my macbook pro so far, and it is still as fast as it was when i first bought it.",[]
it has been plagued with problems since the day i turned it on.,[]
i own other macs but always find myself navigation to the macbook pro to get my work done.,"[('macs', None)]"
handles all my basic media needs easily.,"[('media', None)]"
"finally, i couldn't take it anymore and ordered my apple.",[]
"-i give up on my data, i just want a computer reasonably fast...",[]
the mac version of microsoft office is cheaper than buying the actual and works just as well.,[]
"i work in film editing and post production, so i need a laptop that not only has power, but memory and speed as well.",[]
i bought a hp pavilion dv4-1222nr laptop and have had so many problems with the computer.,[]
"been a pc user for many, many years.","[('years', None)]"
"while the computer seems to be set up in a common sense way rather than in geek-speak, there are certain quirks that can drive you crazy trying to deal with the pc world.","[('quirks', None), ('speak', None), ('sense way', None)]"
i got the macbook and he got a macbook pro.,[]
i have had my new macbook pro i5 for a couple of days and have recycled all of my old pc laptops.,"[('i5', None), ('pc laptops', None)]"
it's slow and one day i hope to have the money to get rid of it and buy something else.,"[('something', None)]"
"i have a laptop as my regular computer, but found that disconnecting it and lugging it around was a drag.","[('computer', None)]"
"on the twelfth day that i had the notebook, i decided to go to dell's website and update it.","[('website', None), ('day', None)]"
didn't work when shipped from walmart.com but went into a store and exchanged for a working laptop (same make/model).,"[('model', None)]"
all the customers that come in hate dell.,[]
i waited and waited and no laptop.,[]
